tract,Name,Household_Income_at_Age_35_rH_gM_p25
37097061003,"Statesville, NC",
26121003500,"Whitehall, MI",
21031930500,"Rochester, KY",
36069052200,"Naples, NY",
55019950600,"Granton, WI",
36059519602,"Plainview, NY",
9001035200,"New Canaan, CT",
26163580800,"Wyandotte, MI",
13017960200,"Fitzgerald, GA",
41051001101,"Buckman Neighborhood, Portland, OR",
15003007810,"Aiea, HI",
26081003300,"Eastown, Grand Rapids, MI",
51071930300,"Pearisburg, VA",
15003001201,"Palolo, Honolulu, HI",
17019000402,"Champaign, IL",
72061040302,"Guaynabo, PR",
26011970100,"Turner, MI",
33015069200,"Portsmouth, NH",
26125134400,"Commerce Charter Township, MI",
24003702300,"Davidsonville, MD",
42107001900,"Guinea Hill, Pottsville, PA",
30001000100,"Dillon, MT",
37183053804,"Ethans Glen, Raleigh, NC",
42045410301,"Glen Mills, PA",
38009952300,"Bottineau, ND",
55079001100,"Fairfield, Milwaukee, WI",
47059090300,"Greeneville, TN",
34029713202,"Brick, NJ",
1103000800,"Decatur, AL",
38027959200,"New Rockford, ND",
39047926100,"Washington Court House, OH",
12103020106,"Tierra Verde, FL",
36047061003,"Kings County, NY",
34029731201,"Holiday City-Berkeley, Toms River, NJ",
50001960300,"Vergennes, VT",
12113010200,"Jay, FL",
40031001902,"Lawton, OK",
17031260700,"Garfield Park, Chicago, IL",
36047027200,"Kings County, NY",
42075002100,"Fredericksburg, PA",
29019001803,"Columbia, MO",
18009975300,"Hartford City, IN",
72039955700,"Ciales, PR",
42101015101,"North Philadelphia, Philadelphia, PA",
36029015504,"Angola, NY",
26163561600,"Plymouth, MI",
47013950900,"LaFollette, TN",
51179010106,"Stafford, VA",
47103975300,"Fayetteville, TN",
33011021000,"Weare, NH",
13151070113,"Stockbridge, GA",
47149040303,"Smyrna, TN",
17161023000,"Rock Island, IL",
21227010803,"Bowling Green, KY",
21199930900,"Somerset, KY",
41067032700,"North Plains, OR",
25001015300,"Hyannis, Barnstable, MA",
18063210802,"Plainfield, IN",
18163010202,"Greater Oakhill, Evansville, IN",
39061023400,"Cincinnati, OH",
47071920300,"Savannah, TN",
12031010101,"Northside, Jacksonville, FL",
45033970400,"Dillon, SC",
44007015700,"Pawtucket, RI",
36047065000,"Kings County, NY",
36029006501,"Grant Ferry, Buffalo, NY",
13009970701,"Milledgeville, GA",
12105015600,"Lake Wales, FL",
34029738002,"Beach Haven, NJ",
26037010300,"Lansing, MI",
31027977100,"Hartington, NE",
72069180301,"Punta Santiago, PR",
26161423600,"Saline, MI",
44003022300,"Warwick, RI",
39035177605,"Parma, OH",
24041960800,"Sherwood, MD",
13089020802,"East Lake, Atlanta, GA",
31055007440,"Northwest Omaha, Omaha, NE",
29021002700,"Easton, MO",
26093725000,"Howell, MI",
55025002602,"Madison, WI",
18003000300,"Northside, Fort Wayne, IN",
55105000300,"Janesville, WI",
42079210900,"Pittston, PA",
28047003504,"Gulfport, MS",
37025042503,"Concord, NC",
37007920300,"Polkton, NC",
51550020903,"South Norfolk, Chesapeake, VA",
51139030300,"Luray, VA",
25017339802,"Medford, MA",
17031810400,"Park Ridge, IL",
32003005015,"Las Vegas, NV",
17043844601,"Oak Brook, IL",
5023480300,"Heber Springs, AR",
8035014125,"Castle Rock, CO",
25017359300,"Bedford, MA",
36043011002,"Dolgeville, NY",
36093020101,"Schenectady, NY",
18017951000,"Logansport, IN",
9005268100,"Roxbury, CT",
17031801601,"Northbrook, IL",
36047046400,"Kings County, NY",
37045951601,"Shelby, NC",
36109001200,"Ithaca, NY",
24510270803,"Loch Raven, Baltimore, MD",
1043964500,"Cullman, AL",
36103158007,"Stony Brook, NY",
53035940100,"Suquamish, WA",
9003473502,"Windsor, CT",
39055310600,"Chesterland, OH",
42091200603,"Lansdale, PA",
17031834900,"Englewood, Chicago, IL",
34007608304,"Camden County, NJ",
47037010202,"Goodlettsville, TN",
34007606200,"Haddonfield, NJ",
36067011202,"Liverpool, NY",
17099962800,"Ottawa, IL",
44003022201,"Warwick, RI",
36047085800,"Kings County, NY",
39113165000,"Germantown, OH",
22017025406,"Shreveport, LA",
24029950400,"Chestertown, MD",
1073011002,"Leeds, AL",
53053060903,"West End, Tacoma, WA",
13277960500,"Tifton, GA",
13311950100,"Sautee Nacoochee, GA",
21155970700,"Lebanon, KY",
34015501404,"Glassboro, NJ",
37109071001,"Iron Station, NC",
9007542200,"Middletown, CT",
6073020903,"Warner Springs, CA",
36047005601,"Kings County, NY",
29159480700,"Sedalia, MO",
8019014700,"Clear Creek County, CO",
17163501400,"East Saint Louis, IL",
28067950302,"Laurel, MS",
47037011600,"East Nashville, Nashville, TN",
39139001400,"Mansfield, OH",
39139001300,"Mansfield, OH",
45041001300,"Florence, SC",
19031450300,"Tipton, IA",
53075000300,"Pullman, WA",
6073020015,"Carlsbad, CA",
19187000900,"Fort Dodge, IA",
55079005200,"Nash Park, Milwaukee, WI",
39049008162,"Westland, Galloway, OH",
47093005706,"Knoxville, TN",
45085001901,"Sumter, SC",
19169000400,"Ames, IA",
42045406801,"Aston, PA",
12065250101,"Monticello, FL",
47093006206,"Knoxville, TN",
24033803512,"Upper Marlboro, MD",
17001010100,"Mendon, IL",
28081950602,"Tupelo, MS",
17031231100,"Humboldt Park, Chicago, IL",
54039010300,"Dunbar, WV",
20125951000,"Coffeyville, KS",
72137122201,"Toa Baja, PR",
34005700305,"Cinnaminson, NJ",
18163001400,"Ballard, Evansville, IN",
45003020302,"Aiken, SC",
1019956100,"Centre, AL",
20173010002,"Wichita, KS",
44009041500,"New Shoreham, RI",
31055007449,"West Omaha, Omaha, NE",
39061010100,"Westwood, Cincinnati, OH",
39063000800,"Findlay, OH",
21037052002,"California, KY",
53061040500,"Riverside, Everett, WA",
53063004300,"Comstock, Spokane, WA",
22071000200,"McDonough, New Orleans, LA",
39071955200,"Sardinia, OH",
55133203804,"Waukesha, WI",
37025042300,"Concord, NC",
48167726100,"Galveston, TX",
1123962600,"Camp Hill, AL",
6073000100,"Mission Hills, San Diego, CA",
13245010201,"Waverly, Augusta, GA",
26163576300,"Allen Park, MI",
36047056400,"Kings County, NY",
26163544000,"Castle Rouge, Detroit, MI",
29189215141,"St. Louis, MO",
17031834500,"South Side, Chicago, IL",
1055010800,"Gadsden, AL",
28033071120,"Hernando, MS",
26163538500,"Bagley, Detroit, MI",
24025301704,"Belcamp, MD",
39049010000,"Little Turtle, Westerville, OH",
42019902300,"West End, Butler, PA",
36117020401,"Williamson, NY",
25023510700,"Brockton, MA",
12031015100,"Arlington, Jacksonville, FL",
12081002010,"Myakka City, FL",
21111011707,"Highview, Louisville, KY",
22071007000,"Gert Town, New Orleans, LA",
6037670405,"Rancho Palos Verdes, CA",
72129220300,"San Lorenzo, PR",
17197883507,"Frankfort, IL",
40109108310,"Northwest Oklahoma City, Oklahoma City, OK",
47065010303,"Soddy-Daisy, TN",
37031970902,"Emerald Isle, NC",
47009010301,"Louisville, TN",
45079010411,"Columbia, SC",
28149950500,"Vicksburg, MS",
26067031600,"Ionia, MI",
36081070700,"Queens County, NY",
17031809100,"Evanston, IL",
6013355117,"San Ramon, CA",
36047024700,"Kings County, NY",
47159975200,"Carthage, TN",
18111100400,"Lake Village, IN",
36029008201,"Elmwood North, Buffalo, NY",
51510201801,"Northeast Alexandria, Alexandria, VA",
39113050101,"Dayton, OH",
12071050313,"Estero, FL",
20091052102,"Shawnee, KS",
1073010602,"Fairfield, AL",
37191000101,"Pikeville, NC",
36047018600,"Kings County, NY",
36047047200,"Kings County, NY",
21113060400,"Wilmore, KY",
33013032300,"Concord, NH",
20133951600,"Erie, KS",
42125741100,"McDonald, PA",
42001031000,"Hanover, PA",
8005083000,"The Conservatory at the Plains, Aurora, CO",
39165031100,"Oregonia, OH",
19141490200,"Sanborn, IA",
17115002901,"Forsyth, IL",
17055040300,"Christopher, IL",
29510117200,"Shaw, St. Louis, MO",
37031970403,"Morehead City, NC",
4013615400,"Sun City, AZ",
27109001800,"Byron, MN",
8013012202,"Central Boulder, Boulder, CO",
18081610403,"Greenwood, IN",
37071030502,"Bessemer City, NC",
5085020102,"Ward, AR",
1089011200,"Huntsville, AL",
32003003628,"North Las Vegas, NV",
41051005600,"Downtown, Portland, OR",
39035156101,"Independence, OH",
19103001500,"Longfellow, Iowa City, IA",
4013812300,"Carino Estates, Chandler, AZ",
36063023401,"Lockport, NY",
19153002800,"Drake, Des Moines, IA",
17119403604,"Highland, IL",
22033003504,"Baton Rouge, LA",
42079200400,"Wilkes-Barre, PA",
45079011413,"Columbia, SC",
42107002700,"Tamaqua, PA",
30093000100,"Butte, MT",
47125101305,"Clarksville, TN",
39029950100,"New Waterford, OH",
26163583800,"Taylor, MI",
36103146205,"Islip, NY",
72127001100," County, PR",
17031260200,"Garfield Park, Chicago, IL",
21111010705,"Louisville, KY",
47037010904,"Parkwood Estates, Nashville, TN",
17031803603,"Inverness, IL",
55119960500,"Medford, WI",
26135970300,"Mio, MI",
37127010200,"Hazelwood, Rocky Mount, NC",
1097002502,"Park Place, Mobile, AL",
42043024900,"Williamstown, PA",
18063210400,"North Salem, IN",
48387950100,"Annona, TX",
18097330209,"Indianapolis, IN",
36027050102,"Hopewell Junction, NY",
16035940000,"Orofino, ID",
26049010202,"Clio, MI",
25009210100,"Peabody, MA",
13135050522,"Lawrenceville, GA",
48397040101,"Rockwall, TX",
36117021400,"Lyons, NY",
33005970400,"Harrisville, NH",
26055000100,,
42003453004,"Oakdale, PA",
13297110505,"Loganville, GA",
26161407600,"Superior Charter Township, MI",
39035184104,"Solon, OH",
24005450100,"Rosedale, MD",
23003951900,"Presque Isle, ME",
5043490400,"Monticello, AR",
42069111800,"Lackawanna County, PA",
51630000302,"Fredericksburg, VA",
6059099502,"Seal Beach, CA",
1019955702,"Gaylesville, AL",
18089042504,"Crown Point, IN",
26099240000,"Clinton Township, MI",
1087232200,"Shorter, AL",
54027968200,"Paw Paw, WV",
36047076000,"Kings County, NY",
13185010500,"Valdosta, GA",
12103025203,"Largo, FL",
37071032301,"Belmont, NC",
42103950104,"Matamoras, PA",
37067002601,"Winston-Salem, NC",
47157001900,"North Memphis, Memphis, TN",
18165020300,"Clinton, IN",
6059062702,"Corona Del Mar, Newport Beach, CA",
13089023312,"Stone Mountain, GA",
45063021017,"Lexington, SC",
36007012103,"Binghamton, NY",
16049960100,"Kooskia, ID",
39127965900,"Somerset, OH",
26163522200,"Detroit, MI",
45083022201,"Spartanburg, SC",
42003290400,"Carrick, Pittsburgh, PA",
25021440100,"Plainville, MA",
39025040701,"Milford, OH",
36119981000,"Valhalla, NY",
51013101403,"Virginia Square, Arlington, VA",
37103920300,"Kinston, NC",
47065002900,"Chattanooga, TN",
27055020100,"La Crescent, MN",
17127970400,"Metropolis, IL",
48307950500,"Brady, TX",
42129803700,"Jeannette, PA",
32003005355,"MacDonald Ranch, Henderson, NV",
55055100700,"Johnson Creek, WI",
51510202002,"Old Town, Alexandria, VA",
17035972600,"Neoga, IL",
29510109700,"College Hill, St. Louis, MO",
36091062406,"Saratoga County, NY",
17031491100,"South Side, Chicago, IL",
72099420302,"Moca, PR",
24033800704,"Upper Marlboro, MD",
30071060200,"Malta, MT",
15009031402,"Lahaina, HI",
9001211100,"Danbury, CT",
72131959300,"Lares, PR",
27137015700,"Chester Park, Duluth, MN",
39061023001,"Cincinnati, OH",
33013032800,"Concord, NH",
4015954800,"Kingman, AZ",
45019004000,"North Charleston, SC",
53033022201,"Inglewood-Finn Hill, Kirkland, WA",
26033980200,"Kincheloe, Kinross Charter Township, MI",
30029001700,"Kalispell, MT",
34035050903,"Martinsville, Bridgewater, NJ",
22095070600,"Garyville, LA",
37129011608,"Wilmington, NC",
18019050403,"Clarksville, IN",
19179960500,"Ottumwa, IA",
36047012801,"Kings County, NY",
12099000509,"Riviera Beach, FL",
10005051103,"Rehoboth Beach, DE",
39017015000,"Hamilton, OH",
30111001402,"Billings, MT",
42091204007,"Conshohocken, PA",
34005702915,"Mount Laurel, NJ",
55009021100,"Green Bay, WI",
17119400952,"Pontoon Beach, IL",
42003060300,"Lower Lawrenceville, Pittsburgh, PA",
42041011602,"Mechanicsburg, PA",
27053026903,"Champlin, MN",
72055961100,"Guanica, PR",
17031826201,"South Holland, IL",
37019020601,"Ash, NC",
18157001400,"Lafayette, IN",
13317010302,"Washington, GA",
51013102301,"Alcova Heights, Arlington, VA",
51095080304,"Williamsburg, VA",
37007920200,"Wadesboro, NC",
13121006300,"Pittsburgh, Atlanta, GA",
53061040300,"Delta, Everett, WA",
41019160000,"Winston, OR",
6075012301,"Tenderloin, San Francisco, CA",
48085030201,"McKinney, TX",
18145710700,"Shelbyville, IN",
36103190707,"Sag Harbor, NY",
42071014501,"Holtwood, PA",
17019000401,"Champaign, IL",
22071010300,"Broadmoor, New Orleans, LA",
26093712101,"Howell, MI",
26099262400,"Warren, MI",
1127020200,"Jasper, AL",
51670980100,"Hopewell, VA",
37119005832,"Hembstead, Charlotte, NC",
9009343400,"Cheshire, CT",
27001770300,"Aitkin, MN",
39013010802,"Bethesda, OH",
41007950200,"Astoria, OR",
39155931602,"Hubbard, OH",
36047074800,"Kings County, NY",
41067030401,"Raleigh West, Beaverton, OR",
13021010100,"Macon, GA",
31109003709,"Lincoln, NE",
19143460200,"Melvin, IA",
41029002600,"Eagle Point, OR",
41039001803,"Springfield, OR",
26155031500,"Perry, MI",
53033031800,"Kent, WA",
20091053010,"Nottingham By The Green, Overland Park, KS",
42007603700,"Baden, PA",
18093950900,"Bedford, IN",
30101000200,"Shelby, MT",
24013504201,"Finksburg, MD",
31055007317,"Omaha, NE",
17191955300,"Wayne City, IL",
39163953000,"McArthur, OH",
39153510200,"Barberton, OH",
1021060401,"Thorsby, AL",
49047968402,"Vernal, UT",
39169000200,"Wooster, OH",
39153501900,"Downtown, Akron, OH",
6113010513,"Davis, CA",
33011000204,"Manchester, NH",
72135510400,"Toa Alta, PR",
26161402600,"King, Ann Arbor, MI",
24510250206,"Morrell Park, Baltimore, MD",
26145012002,"Freeland, MI",
41039001202,"Cottage Grove, OR",
26091060302,"Onsted, MI",
49049003106,"Springville, UT",
72141957600,"Jayuya, PR",
47151975100,"Oneida, TN",
37001022001,"Graham, NC",
36027050104,"Hopewell Junction, NY",
20007968100,"Medicine Lodge, KS",
6085510801,"Palo Verde, Palo Alto, CA",
37139960502,"Elizabeth City, NC",
39151710300,"Alliance, OH",
37191000200,"Fremont, NC",
6037113235,"Los Angeles County, CA",
55079120502,"Greenfield, WI",
42129803400,"Irwin, PA",
16019970603,"Idaho Falls, ID",
30013010700,"Sun River, MT",
13141480400,"Sparta, GA",
24510120500,"Greenmount West, Baltimore, MD",
55105002602,"Beloit, WI",
46099010200,"Colton, SD",
12001002000,"Hawthorne, FL",
28011950600,"Cleveland, MS",
17031061800,"Boystown, Chicago, IL",
36119014907,"Yorktown Heights, NY",
39081000600,"Spahns Addition, Steubenville, OH",
72137120400,"3ra Sección, Toa Baja, PR",
27123035800,"Saint Paul, MN",
17043845200,"Hinsdale, IL",
34007605200,"Gloucester City, NJ",
53033025804,"Renton, WA",
39049007740,"Maize-Morse, Columbus, OH",
17031380500,"Bronzeville, Chicago, IL",
26025003600,"Albion, MI",
13219030500,"Watkinsville, GA",
21079970400,"Paint Lick, KY",
51041100815,"Richmond, VA",
29189217941,"Manchester, MO",
1083021000,"Athens, AL",
13189950500,"Dearing, GA",
25009253203,"North Andover, MA",
48485980000,"Wichita Falls, TX",
31097967500,"Sterling, NE",
24005420303,"Dundalk, MD",
34007610600,"Pennsauken Township, NJ",
39151712500,"Louisville, OH",
31153010633,"Omaha, NE",
17051950700,"Ramsey, IL",
53033029304,"Renton, WA",
36047003700,"Kings County, NY",
11001007807,"Northeast Washington, Washington, DC",
8014031400,"Broomfield, CO",
12095015601,"Maitland, FL",
29095006300,"East Side, Kansas City, MO",
26163596200,"Grosse Ile Township, MI",
20209044806,"Bonner - Loring, Kansas City, KS",
40143003300,"Swan Lake, Tulsa, OK",
12091021600,"Shalimar, FL",
36061009800,"Midtown, New York, NY",
72145560701,"Vega Baja, PR",
42013100400,"Altoona, PA",
49003960200,"Tremonton, UT",
47179061902,"Telford, TN",
42079215702,"Shickshinny, PA",
36047043000,"Kings County, NY",
36021000300,"Old Chatham, NY",
1027959100,"Ashland, AL",
5087960300,"Wesley, AR",
55025010903,"Hawk's Landing, Verona, WI",
54039011301,"Charleston, WV",
51087201202,"Highland Springs, VA",
26115832600,"La Salle, MI",
13135050709,"Snellville, GA",
6001402400,"Oak Center, Oakland, CA",
17143003000,"Peoria, IL",
6061021309,"Rocklin, CA",
37129010900,"Sunset Park, Wilmington, NC",
25017301102,"Townsend, MA",
13121007604,"Campbellton Road, Atlanta, GA",
45039960100,"Blair, SC",
55079185100,"Saint Francis, WI",
72149720400,"Villalba, PR",
21111010104,"Lyndon, KY",
25005641800,"Fall River, MA",
18067010500,"Russiaville, IN",
12001002201,"Newberry, FL",
19187010400,"Lehigh, IA",
34013021601,"Fairfield, NJ",
36047080600,"Kings County, NY",
4013816700,"Sossaman Estates, Queen Creek, AZ",
39001770600,"Manchester, OH",
42101021200,"Northwest Philadelphia, Philadelphia, PA",
21145030900,"Paducah, KY",
17161024400,"Rock Island, IL",
39113040204,"Centerville, OH",
6045010802,"Potter Valley, CA",
42003320700,"Overbrook, Pittsburgh, PA",
1127021100,"Carbon Hill, AL",
72081958200,"Lares, PR",
29183311150,"Saint Charles, MO",
27003050109,"East Bethel, MN",
39061021302,"Cincinnati, OH",
13185011301,"Valdosta, GA",
48241950600,"Kirbyville, TX",
39093092100,"Oberlin, OH",
12031000100,"Northside, Jacksonville, FL",
25021400400,"Corey Hill, Brookline, MA",
41031960100,"Madras, OR",
51087200108,"Henrico, VA",
47157021746,"Autumn Ridge, Memphis, TN",
27003050805,"Blaine, MN",
22053000100,"Jennings, LA",
26099262500,"Warren, MI",
55073000700,"Wausau, WI",
39113040201,"Dayton, OH",
27109002200,"Rochester, MN",
55071000500,"Manitowoc, WI",
22045030400,"New Iberia, LA",
72127002800,"San Juan, PR",
37063001501,"Durham, NC",
12073002413,"Killearn Lakes, Tallahassee, FL",
1073011901,"Birmingham, AL",
15003010202,"Koolauloa, Laie, HI",
1097007000,"Rochon, Theodore, AL",
55049950400,"Iowa Street Historic District, Dodgeville, WI",
29037060001,"Belton, MO",
47093000901,"Knoxville, TN",
42045402700,"Darby, PA",
29189221422,"Fenton, MO",
42103950802,"Pike County, PA",
48439111015,"Crowley, TX",
42003458000,"Carnegie, PA",
36001013703,"Albany, NY",
13113140407,"Fayetteville, GA",
6071011001,"Blue Jay, Lake Arrowhead, CA",
42077006703,"Allentown, PA",
17031411100,"Hyde Park, Chicago, IL",
36103145803,"Hauppauge, NY",
18141001000,"Northeast South Bend, South Bend, IN",
53071920802,"Walla Walla, WA",
1109189000,"Troy, AL",
12005002605,"Silver Sands Beach, Panama City, FL",
45079011101,"Columbia, SC",
37153970200,"Ellerbe, NC",
55025002301,"Vera Court, Madison, WI",
36029016100,"Gowanda, NY",
37119003500,"Dilworth, Charlotte, NC",
37151030504,"Trinity, NC",
42107002100,"Pottsville, PA",
17057953700,"Canton, IL",
55053100800,,
39111966600,"Clarington, OH",
48085030515,"McKinney, TX",
53033003000,"Ballard, Seattle, WA",
39099812700,"North Jackson, OH",
51059440501,"Fairfax, VA",
15009030201,"Maui County, HI",
12105012303,"Lakeland, FL",
47029920501,"Newport, TN",
37183052404,"Southwest Raleigh, Raleigh, NC",
23001010200,"Auburn, ME",
55071010500,"Manitowoc, WI",
8059012049,"Littleton, CO",
4013613300,"Desert View Village, Phoenix, AZ",
55093960400,"River Falls, WI",
18081610702,"Bargersville, IN",
37071031800,"Gastonia, NC",
51061930204,"Marshall, VA",
23017966200,"South Paris, Paris, ME",
39153507500,"Merriman Valley, Akron, OH",
36047000502,"Kings County, NY",
39075976500,"Big Prairie, OH",
1089000502,"Huntsville, AL",
5139950500,"El Dorado, AR",
30103963500,"Hysham, MT",
25009216100,"Wenham, MA",
36103111300,"Huntington, NY",
37081015402,"Greensboro, NC",
72127003000,"San Juan, PR",
40109109001,"Luther, OK",
13057091101,"Woodstock, GA",
42091202402,"Melrose Park, PA",
48201412500,"Southwest Houston, Houston, TX",
54033030601,"Clarksburg, WV",
49049000206,"American Fork, UT",
49053270802,"Washington, UT",
27123041301,"Roseville, MN",
26121002400,"Norton Shores, MI",
47035970102,"Crossville, TN",
38067950200,"Walhalla, ND",
24510210100,"Pigtown, Baltimore, MD",
39035154603,"Garfield Heights, OH",
20091052411,"Water's Edge Of Wedgewood, Shawnee, KS",
42003453003,"Oakdale, PA",
8091967600,"Ridgway, CO",
36021000700,"Ghent, NY",
72007230501,"Cidra, PR",
34019011500,"Frenchtown, NJ",
22071005603,"Lakeview, New Orleans, LA",
22019002700,"Sulphur, LA",
22071001725,"Little Woods, New Orleans, LA",
55095961100,"Clear Lake, WI",
55015020600,"New Holstein, WI",
37081012604,"Southmont, Greensboro, NC",
42101016500,"North Philadelphia, Philadelphia, PA",
54011001300,"Huntington, WV",
53005010707,"West Richland, WA",
42003141100,"Swisshelm Park, Pittsburgh, PA",
48313000100,"Midway, TX",
26029000200,"Boyne Falls, MI",
48119950100,"Cooper, TX",
24005401503,"Catonsville, MD",
29165030205,"Kansas City, MO",
48085031660,"Plano, TX",
17179021900,"Delavan, IL",
34005702907,"Mount Laurel, NJ",
20161000700,"Manhattan, KS",
8013012605,"Baseline Sub, Boulder, CO",
21111003700,"South Louisville, Louisville, KY",
13121000200,"Morningside-Lenox Park, Atlanta, GA",
37097061407,"Mooresville, NC",
17031081600,"Near North, Chicago, IL",
19107080400,"Ollie, IA",
21095970200,"Cumberland, KY",
28121020803,"Brandon, MS",
51540000600,"Jefferson Park Avenue, Charlottesville, VA",
24027602302,"Columbia, MD",
1081040500,"Auburn, AL",
37113970100,"Franklin, NC",
4013422607,"Sunland Village, Mesa, AZ",
37161960300,"Lake Lure, NC",
27005450600,"Detroit Lakes, MN",
29175490400,"Moberly, MO",
27097780500,"Pierz, MN",
6037430200,"Bradbury, CA",
42101038000,"Frankford, Philadelphia, PA",
34029721000,"Lakehurst, NJ",
42111020900,"Friedens, PA",
2150000500,"Kodiak, AK",
49019000200,"Moab, UT",
26033971000,"Pickford, MI",
17143002500,"Peoria, IL",
47141001300,"Cookeville, TN",
37081016011,"Greensboro, NC",
17197883803,"Steger, IL",
26163591700,"Brownstown Charter Township, MI",
22071000400,"Whitney, New Orleans, LA",
27103480502,"North Mankato, MN",
6049000300,"Alturas, CA",
37139960600,"Elizabeth City, NC",
42091201411,"Fort Washington, PA",
28017950300,"Houston, MS",
12099007414,"Highland Beach, FL",
13015960802,"Acworth, GA",
29039870300,"Stockton, MO",
12071040117,"Fort Myers, FL",
36059304001,"Westbury, NY",
12105011000,"North Lake Bonnet, Lakeland, FL",
26099262300,"Warren, MI",
13121009801,"Buckhead, Atlanta, GA",
38035010200,"Grand Forks, ND",
39055310200,"Montville, OH",
26163537800,"Detroit, MI",
37133000600,"Camp Lejeune, NC",
29213480302,"Kirbyville, MO",
24021752900,"Sabillasville, MD",
37087920101,"Waynesville, NC",
5143011002,"Lincoln, AR",
72087110500,"Las Cuevas, Loíza, PR",
30029000402,"Whitefish, MT",
12095012701,"College Park, Orlando, FL",
6089010806,"Crestview Subdivision, Redding, CA",
8031006804,"Southeast, Denver, CO",
36071014900,"Tuxedo Park, NY",
42045410000,"Delaware County, PA",
39013010300,"Bridgeport, OH",
45073030601,"Seneca, SC",
26099225702,"Shelby charter Township, MI",
42003525100,"Upper Oakmont, Oakmont, PA",
42129803901,"Greensburg, PA",
39007000601,"Ashtabula, OH",
55005000600,"Rice Lake, WI",
47037012702,"Haynes Area, Nashville, TN",
12011060123,"Inverrary, Lauderhill, FL",
39049008812,"Marion Franklin, Columbus, OH",
9009150800,"Milford, CT",
22071001500,"St. Claude, New Orleans, LA",
27037061501,"Farmington, MN",
55117010501,"Plymouth, WI",
55103970500,"Muscoda, WI",
36051030600,"Lima, NY",
26101000200,"Bear Lake, MI",
42045401402,"Drexel Hill, Upper Darby, PA",
13117130612,"Suwanee, GA",
36077590700,"Schenevus, NY",
51003010401,"Keswick, VA",
36047096000,"Kings County, NY",
5007020503,"Bentonville, AR",
29149480300,"Thayer, MO",
72075710302,"Juana Díaz, PR",
47141000302,"Cookeville, TN",
50001960100,"Starksboro, VT",
34013011800,"East Orange, NJ",
6073015602,"El Cajon, CA",
48217960400,"Whitney, TX",
33011022000,"Greenfield, NH",
28117950300,"Booneville, MS",
72137121702,"Toa Baja, PR",
48201340400,"Clear Lake, Houston, TX",
23005017303,"Scarborough, ME",
4019004323,"Rancho Sahuarita, Sahuarita, AZ",
21211040401,"Shelbyville, KY",
25023521202,"Whitman, MA",
12073000500,"Tallahassee, FL",
37087921200,"Waynesville, NC",
42003430100,"West View, PA",
29147470300,"Maryville, MO",
42003525200,"Lower Oakmont, Oakmont, PA",
55087010200,"Appleton, WI",
21067003913,"Lexington, KY",
9003515200,"Martins, Manchester, CT",
21107970600,"Madisonville, KY",
25017332100,"Burlington, MA",
9001050200,"Westport, CT",
12001002101,"Micanopy, FL",
42095017605,"Bethlehem, PA",
22109000401,"Houma, LA",
8014030200,"Broomfield, CO",
41039001302,"Cottage Grove, OR",
13015960901,"Cartersville, GA",
1055001700,"Gadsden, AL",
45083021303,"Hillbrook, Spartanburg, SC",
41005020404,"Palisades, Lake Oswego, OR",
27037061108,"Hastings, MN",
30093000400,"Butte, MT",
55127000102,"East Troy, WI",
19169001302,"Ames, IA",
13013180205,"Winder, GA",
22071003500,"Seventh Ward, New Orleans, LA",
13215010301,"Columbus, GA",
48113019041,"Richardson, TX",
37067003909,"Winston-Salem, NC",
36021001200,"Hudson, NY",
40109108109,"Edmond, OK",
49049010112,"Lehi, UT",
36081155101,"Little Neck, Floral Park, NY",
41043030300,"Lebanon, OR",
27053023200,"Hopkins, MN",
48201423500,"Southwest Houston, Houston, TX",
39095007301,"Reynolds Corners, Toledo, OH",
26125150300,"Bloomfield Hills, MI",
19137960100,"Red Oak, IA",
49035103900,"Sugar House, Salt Lake City, UT",
19153011300,"Grimes, IA",
39093080500,"North Ridgeville, OH",
51059482303,"Reston, VA",
34033020600,"Carneys Point, Penns Grove, NJ",
37031971002,"Pine Knoll Shores, NC",
27053012102,"Nokomis, Minneapolis, MN",
21111007502,"Prospect, KY",
18089011300,"Gary, IN",
36081150701,"Queens County, NY",
5045030104,"Greenbrier, AR",
33013003100,"Allenstown, NH",
40143003100,"Riverview, Tulsa, OK",
53061040900,"View Ridge Madison, Everett, WA",
30009000400,"Roberts, MT",
42107003900,"Pine Grove, PA",
36055002700,"Mayor's Heights, Rochester, NY",
25017340000,"Medford, MA",
37097061601,"Mooresville, NC",
26049011508,"Burton, MI",
47165020602,"Bethpage, TN",
24510220100,"Baltimore, MD",
12015020602,"Port Charlotte, FL",
27053102000,"Willard-Hay, Minneapolis, MN",
51760070802,"South Richmond, Richmond, VA",
37183053610,"Brier Creek Country Club, Raleigh, NC",
42123971200,"Sheffield, PA",
39073964900,"Logan, OH",
51760041000,"Fan District, Richmond, VA",
27003051305,"Columbia Heights, MN",
55055100602,"Fort Atkinson, WI",
24005440800,"Rosedale, MD",
29013070400,"Butler, MO",
42055012400,"Waynesboro, PA",
13305970500,"Jesup, GA",
24510080800,"Broadway East, Baltimore, MD",
42101007700,"Spruce Hill, Philadelphia, PA",
21111012410,"Pleasure Ridge Park, Louisville, KY",
17111870603,"McHenry, IL",
36055011203,"Webster, NY",
17047957100,"Albion, IL",
41041951100,"Newport, OR",
18149954100,"North Judson, IN",
26021000800,"Saint Joseph, MI",
18035002402,"Muncie, IN",
