tract,Name,Household_Income_at_Age_35_rW_gF_p25
45089970900,"Andrews, SC",35208
8001009202,"Thornton, CO",35207
1111000100,"Wedowee, AL",35207
6019004504,"Fresno, CA",35207
37119005706,"Mint Hill, NC",35206
2020000801,"Russian Jack Park, Anchorage, AK",35205
12011091600,"Hillcrest, Hollywood, FL",35205
17143003700,"Chillicothe, IL",35205
6101051000,"Yuba City, CA",35204
36097950400,"Watkins Glen, NY",35204
39153530401,"Stow, OH",35204
34037372900,"Franklin, NJ",35203
6073008344,"University City, San Diego, CA",35203
48091310608,"Canyon Lake, TX",35203
26163581500,"Southgate, MI",35203
39007001301,"Williamsfield, OH",35202
20041084100,"Abilene, KS",35202
22103040202,"Covington, LA",35202
47037010401,"Madison, Nashville, TN",35202
28047002700,"Long Beach, MS",35201
13311950201,"Cleveland, GA",35201
37101041002,"Clayton, NC",35200
36035970800,"Gloversville, NY",35200
48027021800,"Belton, TX",35200
48113016100,"Grand Prairie, TX",35200
53041971000,"Chehalis, WA",35200
48113017703,"Northridge Estates, Mesquite, TX",35200
38015011105,"Bismarck, ND",35199
25005650600,"New Bedford, MA",35199
48029121122,"Uptown, San Antonio, TX",35199
9003405900,"Bristol, CT",35199
48439113407,"Hurst, TX",35198
19153001200,"Mondamin Presidential, Des Moines, IA",35198
12071010305,"Lochmoor Waterway Estates, North Fort Myers, FL",35198
29215480300,"Bucyrus, MO",35198
48201321800,"Meadowbrook/ Allendale, Houston, TX",35198
1073013902,"Hueytown, AL",35197
12086006101,"Granada, Coral Gables, FL",35197
51057950700,"Tappahannock, VA",35197
51105950400,"Jonesville, VA",35196
1097002100,"Navco, Mobile, AL",35196
6059063101,"Newport Beach, CA",35196
51145500400,"Powhatan, VA",35195
41059950200,"Milton-Freewater, OR",35194
34015501212,"Sewell, Washington Township, NJ",35194
12127082410,"Willow Run, Port Orange, FL",35194
21229930300,"Springfield, KY",35194
6067003600,"Southeastern Sacramento, Sacramento, CA",35193
47097050505,"Ripley, TN",35193
50019951900,"Brownington, VT",35193
5115951000,"Russellville, AR",35192
47065010902,"Mountain Creek, Signal Mountain, TN",35192
26125170100,"Berkley, MI",35191
18109510300,"Mooresville, IN",35191
6099000303,"Riverbank, CA",35190
20209045200,"Rosedale, Kansas City, KS",35190
47147080101,"Orlinda, TN",35190
21111011905,"Louisville, KY",35189
42101037500,"Overbrook, Philadelphia, PA",35189
25013801603,"Sixteen Acres, Springfield, MA",35189
53065950700,"Chewelah, WA",35189
6095252103,"Vallejo, CA",35189
42037051100,"Bloomsburg, PA",35189
22015011108,"Benton, LA",35189
24003730506,"South Gate, Glen Burnie, MD",35188
48113009401,"Northwest Dallas, Dallas, TX",35188
19153002700,"Sherman Hill, Des Moines, IA",35188
55035001300,"Eau Claire, WI",35188
36065025001,"Clinton, NY",35188
23029955500,"Calais, ME",35188
17045070500,"Paris, IL",35187
32003002604,"Las Vegas, NV",35187
4027000901,"El Pueblocito, Yuma, AZ",35187
4019003706,"Tucson, AZ",35186
17031814200,"Cicero, IL",35186
42003492700,"Clairton, PA",35186
16005001300,"Pocatello, ID",35186
22071001723,"New Orleans East Area, New Orleans, LA",35186
8005005552,"Englewood, CO",35185
6073016702,"Lakeside, CA",35184
36111953800,"Marlboro, NY",35184
42103950701,"Dingmans Ferry, PA",35184
36047099600,"Kings County, NY",35184
48085031310,"Wylie, TX",35184
6037551202,"Downey, CA",35184
6081606200,"North Central, San Mateo, CA",35183
6085509107,"Sunnyvale West, Sunnyvale, CA",35183
36035971100,"Gloversville, NY",35183
19163011200,"5 Points, Davenport, IA",35183
51710006100,"Estabrook, Norfolk, VA",35183
40111000901,"Henryetta, OK",35182
18061060400,"Corydon, IN",35182
29153470100,"Gainesville, MO",35181
29077004101,"Battlefield, MO",35181
10003016200,"New Castle, DE",35180
6089012302,"Anderson, CA",35180
37119001917,"Becton Park, Charlotte, NC",35178
12031014330,"Arlington, Jacksonville, FL",35178
23005004702,"Gray, ME",35177
36091060102,"South Glens Falls, NY",35176
53027001500,"Hoquiam, WA",35176
42037050700,"Berwick, PA",35175
12091021801,"Fort Walton Beach, FL",35174
22091951100,"Greensburg, LA",35174
34007605300,"Brooklawn, NJ",35173
27053109300,"Lyndale, Minneapolis, MN",35173
39013012200,"Saint Clairsville, OH",35172
6095252705,"Suisun City, CA",35172
39041012000,"Ostrander, OH",35172
6071010901,"Lake Arrowhead, CA",35171
49035100306,"Salt Lake City, UT",35171
36089490100,"Massena, NY",35170
37133000401,"Holly Ridge, NC",35170
6029000905,"Hillcrest, Bakersfield, CA",35168
37129011300,"Historic District, Wilmington, NC",35168
6037910603,"Palmdale, CA",35167
6067004801,"Southeastern Sacramento, Sacramento, CA",35167
36047022000,"Kings County, NY",35167
12011090504,"Hollywood, FL",35167
51770001900,"Roanoke, VA",35167
4013422203,"Mesa, AZ",35166
53033028801,"SeaTac, WA",35166
49035102900,"People's Freeway, Salt Lake City, UT",35166
22087030104,"Saint Bernard, LA",35166
37107011300,"Kinston, NC",35166
5143010701,"Fayetteville, AR",35166
34005702206,"Burlington County, NJ",35165
12071020700,"Hancock, North Fort Myers, FL",35165
12095018100,"Ocoee, FL",35164
12097041001,"Kissimmee, FL",35164
41043030800,"Lebanon, OR",35163
53063002500,"Logan, Spokane, WA",35163
16083001100,"Twin Falls, ID",35162
24005402509,"Owings Mills, MD",35162
13027960200,"Pavo, GA",35161
39145002200,"Lucasville, OH",35161
51041100919,"Midlothian, VA",35161
6059089107,"Santa Ana, CA",35160
37185950103,"Macon, NC",35159
51750010102,"Radford, VA",35159
28035010102,"Petal, MS",35159
53053071100,"Tacoma, WA",35158
28007060600,"Kosciusko, MS",35158
6065030501,"Eastside, Riverside, CA",35158
18097320106,"Washington Township, Indianapolis, IN",35158
22041950100,"Winnsboro, LA",35157
37067001901,"Winston-Salem, NC",35157
26161405600,"Bryant Pattengill East, Ann Arbor, MI",35157
55081950400,"Sparta, WI",35157
12021010102,"Naples, FL",35157
47167040900,"Covington, TN",35156
6083002205,"Santa Maria, CA",35156
8013012707,"Boulder, CO",35156
32003001612,"Las Vegas, NV",35155
36023970900,"Cortland, NY",35155
54041967600,"Walkersville, WV",35155
4013050702,"Buckeye, AZ",35154
10005051400,"Selbyville, DE",35154
42081000900,"Williamsport, PA",35154
2150000200,"Kodiak, AK",35153
37161961200,"Rutherfordton, NC",35153
18035000904,"Muncie, IN",35152
6073005200,"Downtown, San Diego, CA",35152
29101960600,"Warrensburg, MO",35151
15003008918,"Mililani, HI",35150
13135050410,"Lilburn, GA",35150
6071009912,"Victorville, CA",35150
40019892300,"Healdton, OK",35149
48135000700,"Odessa, TX",35149
4013092305,"Glendale, AZ",35149
44003021800,"Warwick, RI",35149
48201555200,"Spring, TX",35149
21087930200,"Greensburg, KY",35148
27053024902,"Minneapolis, MN",35148
37139960501,"Elizabeth City, NC",35148
4025000202,"Chino Valley, AZ",35148
37129012105,"Wilmington, NC",35147
6019003103,"Clovis, CA",35147
12069031311,"Clermont, FL",35147
28047003101,"Long Beach, MS",35146
48491020701,"Round Rock Original Plat, Round Rock, TX",35146
6089010803,"Enterprise, Redding, CA",35146
29145021000,"Stark City, MO",35146
12127080300,"Ormond By The Sea, Ormond Beach, FL",35146
5083950100,"New Blaine, AR",35146
27053107400,"Longfellow, Minneapolis, MN",35145
41039002002,"Springfield, OR",35145
17097864203,"McHenry, IL",35145
54009031600,"Wellsburg, WV",35145
21111011519,"Louisville, KY",35144
18151971600,"Pleasant Lake, IN",35144
17057952800,"Farmington, IL",35144
37065020800,"Tarboro, NC",35144
24047950400,"Ocean City, MD",35144
55031020600,"Superior, WI",35144
45031010600,"Hartsville, SC",35144
36055004701,"Group 14621, Rochester, NY",35144
8101002915,"Pueblo, CO",35143
4013422301,"Mesa, AZ",35143
26017285600,"Auburn, MI",35142
36109001900,"Brooktondale, NY",35141
37101040902,"Clayton, NC",35141
39017012600,"Middletown, OH",35141
4019004052,"Estrella Vista Estates, Tucson, AZ",35140
20015020500,"El Dorado, KS",35139
17161022100,"Karstens / City Line, Moline, IL",35138
51161030702,"Cave Spring, VA",35137
39111966900,"Woodsfield, OH",35137
48379950200,"Point, TX",35136
45013000501,"Beaufort, SC",35136
29047022100,"North Kansas City, MO",35136
55017010200,"Chippewa Falls, WI",35135
29015460300,"Warsaw, MO",35135
48381021703,"Amarillo, TX",35135
41039000903,"Veneta, OR",35135
1073014002,"Hueytown, AL",35134
40109106303,"Britton, Oklahoma City, OK",35134
41051001400,"Richmond, Portland, OR",35133
8041005000,"Colorado Springs, CO",35132
36029010002,"Cheektowaga, NY",35132
36011040400,"Weedsport, NY",35132
26001970400,"Harrisville, MI",35132
12061050200,"Vero Beach, FL",35131
40031002404,"Fort Sill, OK",35131
42087961100,"Lewistown, PA",35131
54049020900,"Fairmont, WV",35130
6067007702,"Frontier Oaks, Carmichael, CA",35130
47189031000,"Watertown, TN",35129
29007950100,"Vandalia, MO",35128
39113100202,"Huber Heights, OH",35127
29043020102,"Billings, MO",35126
48251130407,"Alvarado, TX",35126
34013015600,"Bloomfield, NJ",35126
6021010400,"Willows, CA",35124
50025967200,"Townshend, VT",35124
32003002939,"The Lakes, Las Vegas, NV",35124
12015010502,"Punta Gorda, FL",35124
21027960400,"Hardinsburg, KY",35123
48303001801,"Stubbs-Stewart, Lubbock, TX",35123
35041000200,"Portales, NM",35122
13267950300,"Glennville, GA",35122
6071009202,"Lytle Creek, CA",35122
26125128500,"Orion charter Township, MI",35120
26027001800,"Niles, MI",35120
42091202604,"Glenside, PA",35120
19069360200,"Hampton, IA",35120
36055015200,"Brockport, NY",35120
29225470201,"Marshfield, MO",35119
4013319403,"Tempe, AZ",35119
37021002301,"Arden, NC",35119
41051000801,"Richmond, Portland, OR",35118
37051000702,"Terry Sanford, Fayetteville, NC",35118
41035971300,"Klamath Falls, OR",35118
45061920200,"Bishopville, SC",35118
48201553002,"Northgate Country Club Nine, Houston, TX",35118
41047002102,"Faye Wright, Salem, OR",35117
28047001700,"Gulfport, MS",35117
48029181601,"Inner West Side, San Antonio, TX",35116
18097357500,"Beech Grove, IN",35116
48029182102,"Far North Central, San Antonio, TX",35116
45051050102,"Myrtle Beach, SC",35115
21083020300,"Mayfield, KY",35115
18091042000,"La Porte, IN",35115
23011010600,"Pittston, ME",35114
41039001102,"Creswell, OR",35114
13311950300,"Cleveland, GA",35114
48201511100,"Northside, Houston, TX",35114
17097864206,"Wauconda, IL",35113
48061012304,"Port Isabel, TX",35113
20209044301,"Bethel Welborn, Kansas City, KS",35113
51041100701,"Petersburg, VA",35113
36077591400,"Otego, NY",35112
54079020300,"Winfield, WV",35112
40117957200,"Cleveland, OK",35112
19133960300,"Onawa, IA",35111
13117130403,"Cumming, GA",35110
12086011401,"Homestead, FL",35110
53075000800,"Colfax, WA",35110
39029951700,"East Liverpool, OH",35110
47189030903,"Mount Juliet, TN",35110
12127082801,"Turnbull Shores, New Smyrna Beach, FL",35109
28109950200,"Poplarville, MS",35109
41029000405,"Medford, OR",35108
24005450503,"Essex, MD",35108
13165960100,"Millen, GA",35108
6071006700,"Colton, CA",35107
48029191807,"Far North Central, San Antonio, TX",35107
12011020404,"North Lauderdale, FL",35107
6053010506,"Salinas, CA",35107
24023000700,"Oakland, MD",35107
8041004503,"Fountain Valley, Colorado Springs, CO",35106
29215480200,"Eunice, MO",35106
13229960100,"Patterson, GA",35106
36081118700,"Queens County, NY",35106
40147001000,"Copan, OK",35105
12031014204,"Beaches, Jacksonville Beach, FL",35105
42055011302,"Chambersburg, PA",35105
32003005342,"Highland Hills, Henderson, NV",35105
51810046212,"Virginia Beach, VA",35104
28157950100,"Centreville, MS",35104
51075400500,"Goochland, VA",35103
17027900401,"Shattuc, IL",35103
27003050221,"Andover, MN",35102
6081600500,"Hillside, Daly City, CA",35102
35001003736,"Wildflower Area, Albuquerque, NM",35102
48201240901,"Foxwood, Humble, TX",35102
49035103300,"Sugar House, Salt Lake City, UT",35102
48215024105,"Alton, TX",35101
37127011500,"Middlesex, NC",35100
6095253204,"Vacaville, CA",35100
53029970700,"Oak Harbor, WA",35099
37071033304,"Gastonia, NC",35099
4019004618,"River Terrace, Tucson, AZ",35099
54053954900,"Leon, WV",35098
25023521202,"Whitman, MA",35098
19163013300,"Bettendorf, IA",35097
26009960300,"Central Lake, MI",35097
9011690300,"New London, CT",35097
12095018200,"Northeast Orlando, Orlando, FL",35096
4013105200,"North Mountain Village, Phoenix, AZ",35096
1095030300,"Union Grove, AL",35096
26017280900,"Bay City, MI",35096
51077060201,"Independence, VA",35096
18163003200,"Westside, Evansville, IN",35095
12127081300,"South Peninsula Historic District, Daytona Beach, FL",35095
18035002900,"Halteman, Muncie, IN",35094
45051060208,"Myrtle Beach, SC",35094
34029722200,"Toms River, NJ",35093
48285000500,"Yoakum, TX",35093
55009001802,"Green Bay, WI",35093
37097061202,"Troutman, NC",35092
51840000301,"Winchester, VA",35092
16053970400,"Jerome, ID",35092
47009011605,"Louisville, TN",35092
29183312195,"Wentzville, MO",35092
6099000501,"Modesto, CA",35091
18031969500,"Westport, IN",35091
26125159000,"Franklin, MI",35091
1067030500,"Headland, AL",35091
12057010105,"Plant City, FL",35090
27035951000,"Brainerd, MN",35090
6089011403,"Enterprise, Redding, CA",35090
39159050100,"Richwood, OH",35090
45039960300,"Ridgeway, SC",35090
35029000200,"Deming, NM",35089
29207470100,"Advance, MO",35089
42107002600,"Tamaqua, PA",35089
12127083203,"Breakaway Trails, Ormond Beach, FL",35088
37125950401,"West End, NC",35088
17093890301,"Oswego, IL",35088
53035081100,"Bremerton, WA",35088
35001003804,"Dennis Chavez Estates, Tijeras, NM",35088
28059040600,"Ocean Springs, MS",35088
9003514400,"Bowers, Manchester, CT",35087
21135930300,"Tollesboro, KY",35087
28075010500,"Meridian, MS",35086
42017102500,"Sellersville, PA",35086
12009069100,"Holiday Cove, Merritt Island, FL",35086
17031823001,"Chicago Ridge, IL",35086
1043964500,"Cullman, AL",35085
39091004300,"De Graff, OH",35085
32003001803,"Las Vegas, NV",35085
37001021902,"Snow Camp, NC",35085
47151975200,"Huntsville, TN",35085
12049970202,"Bowling Green, FL",35085
32003005826,"Las Vegas, NV",35084
36017970700,"Oxford, NY",35084
17049950800,"Effingham, IL",35084
4005002200,"Flagstaff, AZ",35084
40131050303,"Claremore, OK",35083
26071000500,"Crystal Falls, MI",35083
26111290400,"Midland, MI",35083
6065042623,"Moreno Valley, CA",35083
6037405001,"Baldwin Park, CA",35083
5121960200,"Pocahontas, AR",35083
51087200600,"Richmond, VA",35083
5031000802,"Jonesboro, AR",35083
6107002202,"Tulare, CA",35082
13313000101,"Cohutta, GA",35082
12069031306,"Clermont, FL",35082
35047957600,"San Miguel County, NM",35082
42101019200,"North Philadelphia, Philadelphia, PA",35082
47163040300,"Kingsport, TN",35081
34005701001,"Edgewater Park, NJ",35080
39049007424,"Royal Manor, Columbus, OH",35079
35043010712,"Rio Rancho, NM",35079
37005950300,"Sparta, NC",35078
24017851200,"Newburg, MD",35078
26049010700,"Flushing, MI",35078
54107010601,"Parkersburg, WV",35078
22051025900,"Gretna, LA",35078
37071032506,"Gastonia, NC",35077
54043955500,"Hamlin, WV",35077
26077000500,"West Douglas, Kalamazoo, MI",35077
13163960200,"Avera, GA",35076
13129970900,"Fairmount, GA",35076
41001950300,"Baker City, OR",35075
51775010100,"Salem, VA",35075
53017950500,"East Wenatchee, WA",35075
17043841315,"Bartlett, IL",35075
13135050729,"Snellville, GA",35075
8001008505,"Northglenn, CO",35075
8001008541,"Brighton, CO",35075
54105030101,"Elizabeth, WV",35074
44005041702,"Tiverton, RI",35074
45079011502,"Columbia, SC",35074
1093964700,"Winfield, AL",35073
2170000706,"Wasilla, AK",35073
5069001402,"Pine Bluff, AR",35073
5059020700,"Bismarck, AR",35073
12091023100,"Mary Esther, FL",35072
36111952700,"Kingston, NY",35071
12091020301,"Crestview, FL",35071
36043011501,"Cold Brook, NY",35071
23031025100,"Biddeford, ME",35070
39025040500,"Milford, OH",35070
27075370400,"Two Harbors, MN",35069
13137000601,"Alto, GA",35069
48409010800,"Taft, TX",35068
39155933500,"Newton Falls, OH",35068
51550020500,"Chesapeake, VA",35068
41051010002,"Northwest, Gresham, OR",35067
48201254600,"Britton Cravens, Baytown, TX",35067
30077000200,"Deer Lodge, MT",35067
26125180100,"Clawson, MI",35066
13287970200,"Ashburn, GA",35065
2090001500,"North Pole, AK",35065
17031660400,"Chicago Lawn, Chicago, IL",35064
17143004300,"Peoria Heights, IL",35064
54005958600,"Seth, WV",35064
46099000500,"Sioux Falls, SD",35064
37021003103,"Black Mountain, NC",35063
6083002404,"Santa Maria, CA",35063
19111490200,"Fort Madison, IA",35062
26147640200,"Saint Clair, MI",35062
39057200103,"Fairborn, OH",35062
26099250900,"Saint Clair Shores, MI",35062
27003051102,"Fridley, MN",35061
9009142601,"Quinnipiac Meadows, New Haven, CT",35060
47109930300,"Bethel Springs, TN",35060
39003011800,"Lima, OH",35060
19123950700,"Oskaloosa, IA",35060
37179020305,"Indian Trail, NC",35058
17089851000,"Elgin, IL",35057
51059416200,"Fort Belvoir, VA",35057
17055040900,"West Frankfort, IL",35057
13015960500,"Cartersville, GA",35057
48375015100,"Amarillo, TX",35056
17017960300,"Beardstown, IL",35056
17115002200,"Decatur, IL",35056
12057010402,"Tampa, FL",35056
12103024805,"Kenneth City, FL",35055
51005080202,"Covington, VA",35055
18079960200,"North Vernon, IN",35054
36071013400,"Monroe, NY",35053
37153970300,"Rockingham, NC",35053
48355001904,"Central City, Corpus Christi, TX",35053
6019005301,"Fresno, CA",35053
28039950301,"Lucedale, MS",35053
6065046404,"Wildomar, CA",35052
28107950100,"Sardis, MS",35051
6077004402,"Lodi, CA",35051
12117021000,"Sanford, FL",35051
42079217700,"Hazleton, PA",35051
39033974200,"Bucyrus, OH",35051
6063000100,"Quincy, CA",35050
6073012700,"Chula Vista, CA",35050
20173007302,"Wichita, KS",35050
10001041801,"Dover, DE",35050
47189030102,"Lebanon, TN",35050
12127081600,"Georgiana Park, Daytona Beach, FL",35049
20155001200,"Hutchinson, KS",35049
50023955200,"Barre, VT",35049
26101000500,"Manistee, MI",35048
12023110201,"Lake City, FL",35048
13275960400,"Pavo, GA",35048
21115960100,"Paintsville, KY",35048
17063000400,"Morris, IL",35048
6019001700,"Fowler, CA",35048
13015960101,"Fairmount, GA",35048
20161000900,"Manhattan, KS",35047
36063024401,"Lewiston, NY",35047
36021000300,"Old Chatham, NY",35047
54027968600,"Augusta, WV",35047
24031700833,"Germantown, MD",35047
30013010700,"Sun River, MT",35046
48241950100,"Brookeland, TX",35046
36067013701,"Liverpool, NY",35045
48029121904,"Far North Central, San Antonio, TX",35045
24510270102,"Waltherson, Baltimore, MD",35044
51051040400,"Nora, VA",35044
27053122500,"Oak Hill, Saint Louis Park, MN",35042
29099700111,"Arnold, MO",35042
39157020200,"Bolivar, OH",35042
41043030500,"Brownsville, OR",35042
44009050103,"North Kingstown, RI",35041
40109108114,"Edmond, OK",35041
17031804403,"Elgin, IL",35041
39033975200,"Galion, OH",35041
12097043500,"Saint Cloud, FL",35041
55097960800,"Stevens Point, WI",35040
19163011600,"Davenport, IA",35040
6037405201,"Baldwin Park, CA",35039
22051027100,"Westwego, LA",35039
5059020500,"Malvern, AR",35038
28017950400,"Houston, MS",35038
54061011000,"Morgantown, WV",35038
24027606906,"Laurel, MD",35038
4013105900,"Alhambra, Phoenix, AZ",35037
39085202600,"Williams - Murphy Mentor Headlands Park, Mentor, OH",35037
6019001412,"Roosevelt, Fresno, CA",35037
26125145200,"Waterford Township, MI",35036
51810045421,"Virginia Beach, VA",35036
28083950800,"Greenwood, MS",35035
37193961200,"Wilkesboro, NC",35035
42133020320,"Wellsville, PA",35035
12095015602,"Maitland, FL",35034
12015010501,"Punta Gorda, FL",35034
6047000505,"Winton, CA",35033
29037060400,"Lee's Summit, MO",35032
51005070100,"Clifton Forge, VA",35032
6037400302,"Bonita, La Verne, CA",35032
6111000702,"Santa Paula, CA",35031
5071951700,"Clarksville, AR",35030
48277001000,"Paris, TX",35030
29217950600,"Sheldon, MO",35030
23009966500,"Sedgwick, ME",35030
21177960200,"Central City, KY",35030
48157674602,"Sugar Land, TX",35030
6107002003,"Visalia, CA",35029
9003480400,"Sherwood Manor, Enfield, CT",35028
21059000800,"Owensboro, KY",35028
39119911000,"Zanesville, OH",35028
45045003704,"Greenville, SC",35027
20173009100,"Southwest Village, Wichita, KS",35027
51810040000,"Joint Expeditionary Base Little Creek-Fort Story, Virginia Beach, VA",35027
55079001300,"Silver Spring, Milwaukee, WI",35026
12095016507,"Regency Park, Orlando, FL",35026
48099010702,"Copperas Cove, TX",35026
41007950900,"Seaside, OR",35026
45063020511,"Columbia, SC",35026
37101040100,"Kenly, NC",35026
21025920200,"Jackson, KY",35025
12009064400,"Oxford Ridge, Melbourne, FL",35025
5069000302,"White Hall, AR",35024
22073010800,"Monroe, LA",35024
6099003202,"Patterson, CA",35024
5055480300,"Greene County, AR",35023
1117030340,"Pelham, AL",35023
21037052500,"Newport, KY",35023
6101050101,"Yuba City, CA",35022
6037576801,"Alamitos Beach, Long Beach, CA",35022
6097153002,"Santa Rosa, CA",35021
12071001502,"Fort Myers, FL",35021
40027201604,"Moore, OK",35021
26121002500,"Norton Shores, MI",35021
50019951100,"West Charleston, Morgan, VT",35020
18045958000,"Kingman, IN",35020
6067008132,"Twin Creeks, Citrus Heights, CA",35019
36063022602,"Niagara Falls, NY",35019
55079021700,"Goldman Park, Milwaukee, WI",35018
12053040202,"Brooksville, FL",35018
48029171914,"Heritage, San Antonio, TX",35017
20209042300,"Riverview, Kansas City, KS",35017
45051040300,"North Myrtle Beach, SC",35016
12063210800,"Greenwood, FL",35016
17025972100,"Flora, IL",35016
21133950600,"Blackey, KY",35015
6029003103,"Rexland Acres, Bakersfield, CA",35014
37097061601,"Mooresville, NC",35014
4013422106,"Fiesta Park Village, Mesa, AZ",35014
48113016803,"Lancaster, TX",35014
42117950300,"Westfield, PA",35014
6007002000,"Paradise, CA",35014
21059001000,"Owensboro, KY",35014
26103002800,"Marquette, MI",35014
12086013800,"Hialeah, FL",35013
53037975401,"Ellensburg, WA",35013
42087960900,"Lewistown, PA",35013
8077001101,"Grand Junction, CO",35012
6019005801,"Clovis, CA",35012
13147960200,"Lavonia, GA",35012
21043960700,"Grayson, KY",35011
26125134000,"Commerce Charter Township, MI",35009
6065031601,"Arlington, Riverside, CA",35009
1015001700,"Anniston, AL",35008
48449950300,"Mount Pleasant, TX",35008
39155931000,"Cortland, OH",35008
23009966700,"Lamoine, ME",35008
29015460800,"Warsaw, MO",35007
1055010700,"Gadsden, AL",35007
48339693800,"Conroe, TX",35006
29101960100,"Centerview, MO",35006
32003005016,"Las Vegas, NV",35006
1057020100,"Winfield, AL",35006
32003005359,"Paradise Hills, Henderson, NV",35005
25009261000,"Haverhill, MA",35005
50017959000,"Newbury, VT",35004
1055010501,"Southside, AL",35004
19057001200,"Danville, IA",35004
39045030900,"Carroll, OH",35003
47149042000,"Murfreesboro, TN",35003
55079003000,"Hampton Heights, Milwaukee, WI",35003
47093006102,"Powell, TN",35003
21127930200,"Webbville, KY",35002
34025801900,"Keyport, NJ",35001
19187000900,"Fort Dodge, IA",35001
23017965400,"Mexico, ME",35001
40115574900,"Wyandotte, OK",35000
41005023500,"Eagle Creek, OR",35000
12061050402,"Vero Beach, FL",35000
1117030212,"Birmingham, AL",35000
48021950300,"Cedar Creek, TX",35000
25027733102,"Webster Square, Worcester, MA",34998
6037143902,"Studio City, Los Angeles, CA",34998
48245010400,"Groves, TX",34998
12103026907,"Dunedin, FL",34997
37025040600,"Concord, NC",34997
39113020700,"Dayton, OH",34997
42047950900,"Weedville, PA",34996
12069030601,"Leesburg, FL",34996
6059110110,"Cypress, CA",34996
12101031506,"Seven Springs Homes, New Port Richey, FL",34995
6037573402,"Signal Hill, CA",34995
47119011200,"Culleoka, TN",34994
6095252610,"Fairfield, CA",34994
18023950600,"Frankfort, IN",34993
6083002305,"Santa Maria, CA",34991
36111952200,"Kingston, NY",34991
49057201700,"Ogden, UT",34991
35001000128,"Princess Jeanne, Albuquerque, NM",34991
48029180701,"Northwest Side, San Antonio, TX",34990
6013367100,"Fairmede - Hilltop, Richmond, CA",34990
37077970701,"Stem, NC",34990
40143005600,"Sperry, OK",34989
51003011202,"Charlottesville, VA",34988
6037406602,"Walnut Valley, West Covina, CA",34988
26081011405,"Comstock Park, MI",34988
36067016001,"Syracuse, NY",34988
37071032508,"Cramerton, NC",34988
17083010402,"Jerseyville, IL",34987
39129021402,"Orient, OH",34987
20209043903,"Coronado, Kansas City, KS",34986
39003012300,"Lima, OH",34986
39065000300,"Dola, OH",34986
26125144100,"Waterford Township, MI",34986
36063020100,"Niagara Falls, NY",34985
42003290200,"Carrick, Pittsburgh, PA",34985
55025000300,"Hill Farms - University, Madison, WI",34985
17101880900,"Bridgeport, IL",34985
6059075515,"Tustin, CA",34985
36119000202,"Ludlow, Yonkers, NY",34985
2090001200,"Fairbanks, AK",34985
22063040902,"Maurepas, LA",34985
48291700100,"Cleveland, TX",34984
23023970301,"Topsham, ME",34984
39033975000,"Galion, OH",34984
23019025500,"Springfield, ME",34984
29095009400,"South Kansas City, Kansas City, MO",34983
29095019300,"Lake Tapawingo, MO",34982
1097002800,"Dauphin Acres, Mobile, AL",34981
37129011902,"Wilmington, NC",34981
18163002800,"Mount Auburn, Evansville, IN",34981
35001004604,"Albuquerque, NM",34981
29189216600,"Richmond Heights, MO",34980
26059050400,"Reading, MI",34980
39135480100,"Camden, OH",34979
40143001900,"Turner Park, Tulsa, OK",34979
17183010701,"Tilton, IL",34979
42017104701,"Doylestown, PA",34979
17173959300,"Shelbyville, IL",34979
24003701102,"Edgewater, MD",34979
37017950100,"Harrells, NC",34979
6073003004,"Encanto, San Diego, CA",34978
12105014803,"Bartow, FL",34978
26093733100,"Pinckney, MI",34978
6071003404,"Fontana, CA",34978
48201233703,"Northeast Houston, Houston, TX",34977
51149850501,"Disputanta, VA",34977
51001090300,"Mears, VA",34977
42071000300,"Lancaster, PA",34976
1097003203,"Jackson Heights, Mobile, AL",34976
6037910716,"Palmdale, CA",34975
53061041201,"View Ridge Madison, Everett, WA",34975
29143960300,"New Madrid, MO",34975
53009001700,"Sequim, WA",34975
4013109003,"Alhambra, Phoenix, AZ",34974
36089491300,"Lisbon, NY",34974
39149972200,"Sidney, OH",34974
29077004802,"Republic, MO",34974
41017002000,"Old Farm District, Bend, OR",34973
37051002401,"Fayetteville, NC",34973
51041100821,"Chesterfield, VA",34973
44009050700,"Hope Valley, Hopkinton, RI",34972
53063014001,"Cheney, WA",34972
42047951200,"Saint Marys, PA",34972
53067012211,"Olympia, WA",34972
35049010311,"Edgewood, NM",34971
17089852903,"Aurora, IL",34971
26081010301,"Kent City, MI",34971
54103030400,"Littleton, WV",34970
54019021000,"Danese, WV",34969
13135050521,"Lawrenceville, GA",34968
18097340101,"Wayne, Indianapolis, IN",34968
15001021601,"Kailua-Kona, HI",34968
36071013000,"Cornwall, NY",34968
22013970300,"Ringgold, LA",34968
51051040100,"Haysi, VA",34967
6067003204,"Avondale, Sacramento, CA",34967
4013614700,"Deer Valley, Phoenix, AZ",34967
29097010200,"Joplin, MO",34967
25005640800,"Fall River, MA",34967
51177020404,"Partlow, VA",34966
41047000200,"Central Area, Salem, OR",34966
31055003800,"Field Club, Omaha, NE",34966
12111381401,"Fort Pierce, FL",34965
17019010603,"Mahomet, IL",34965
24041960400,"Easton, MD",34964
42069110100,"Simpson, PA",34964
37127011000,"Spring Hope, NC",34964
55023960100,"Soldiers Grove, WI",34964
1101005101,"Montgomery, AL",34964
