tract,Name,Household_Income_at_Age_35_rW_gM_p25
34029736001,"Little Egg Harbor Township, NJ",37966
36117021200,"Newark, NY",37964
19125030300,"Pella, IA",37964
22079013700,"Ball, LA",37964
48047950200,"Falfurrias, TX",37963
42091206007,"Eagleville, PA",37963
42077001900,"Allentown, PA",37963
22087030700,"Chalmette, LA",37962
6071002306,"Rialto Airport, Rialto, CA",37962
17043841110,"Bloomingdale, IL",37961
19003950200,"Corning, IA",37961
26125153100,"Birmingham, MI",37961
20139010500,"Vassar, KS",37960
6113011204,"Woodland, CA",37960
42105950100,"Ulysses, PA",37960
22117950400,"Mount Hermon, LA",37960
19123950700,"Oskaloosa, IA",37960
18047969700,"Brookville, IN",37959
12095016903,"Orlando, FL",37959
42081010100,"Trout Run, PA",37959
26081011302,"Northview, Grand Rapids, MI",37958
48201540700,"Concord Bridge, Houston, TX",37958
40147001000,"Copan, OK",37957
17031802300,"Glenview, IL",37956
12081000503,"Bradenton, FL",37956
36051030400,"Geneseo, NY",37956
1039962700,"Opp, AL",37956
17031580100,"Brighton Park, Chicago, IL",37955
21001970500,"Columbia, KY",37955
6065050500,"Murrieta, CA",37955
18083955900,"Vincennes, IN",37955
55007960600,"Drummond, WI",37954
6097151204,"Cotati, CA",37953
17097861014,"Lake Villa, IL",37953
47159975400,"Brush Creek, TN",37953
17101880700,"Lawrenceville, IL",37952
12015020202,"Port Charlotte, FL",37952
13135050419,"Norcross, GA",37952
25027732302,"Grafton Hill, Worcester, MA",37952
4013422302,"Mesa, AZ",37951
17031070101,"Lincoln Park, Chicago, IL",37951
48221160301,"Granbury, TX",37951
53057940500,"Anacortes, WA",37950
17097861609,"Gurnee, IL",37950
18145710900,"Flat Rock, IN",37950
26163564700,"Canton, MI",37948
53011041600,"Meadow Homes, Vancouver, WA",37947
39155933002,"Warren, OH",37947
8014031200,"Broomfield, CO",37946
53035090800,"Bainbridge Island, WA",37946
17185957200,"Mount Carmel, IL",37946
6065041203,"Arlanza, Riverside, CA",37946
22017024900,"Vivian, LA",37946
6073014806,"La Mesa, CA",37945
35001000109,"Albuquerque, NM",37945
29091090400,"Pottersville, MO",37945
36055014905,"Rochester, NY",37945
20105086100,"Lincoln, KS",37945
12011020317,"Shadow Wood, Coral Springs, FL",37944
36071002100,"Port Jervis, NY",37944
42129801800,"Avonmore, PA",37944
53061041704,"Everett, WA",37944
36027150005,"Red Hook, NY",37943
39093090200,"Columbia Station, OH",37943
48029120502,"Near East Side, San Antonio, TX",37943
41065970200,"The Dalles, OR",37942
6059001103,"Los Nietos, La Habra, CA",37942
26145011702,"Birch Run, MI",37942
55117000900,"Sheboygan, WI",37941
48029131300,"East Side, San Antonio, TX",37941
4019004327,"Colonias La Canada, Sahuarita, AZ",37941
6039000508,"Madera, CA",37941
39059977500,"Cambridge, OH",37940
26155031500,"Perry, MI",37940
20161000600,"Manhattan, KS",37940
13091960600,"Eastman, GA",37939
9011705400,"Stonington, CT",37939
45015020720,"Goose Creek, SC",37939
17031030200,"Edgewater, Chicago, IL",37938
15003000111,"Hawaii Kai, Honolulu, HI",37938
28033070722,"Olive Branch, MS",37938
51031020600,"Altavista, VA",37937
26049011212,"Grand Blanc, MI",37937
20115489800,"Peabody, KS",37937
5009790100,"Harrison, AR",37937
6059032035,"Mission Viejo, CA",37936
17031816900,"Bellwood, IL",37936
5063490800,"Pleasant Plains, AR",37936
42125731000,"Claysville, PA",37936
42069101000,"Scranton, PA",37935
42051260700,"Connellsville, PA",37935
36007014200,"Johnson City, NY",37935
6065042512,"Moreno Valley, CA",37935
19113003002,"Cedar Rapids, IA",37935
6073017304,"Solana Beach, CA",37934
36083052502,"Nassau, NY",37934
37017950600,"Council, NC",37934
12115002507,"Venice, FL",37933
53057950800,"Bow, WA",37933
53033022901,"Northeast Bellevue, Bellevue, WA",37933
1125012405,"Tuscaloosa, AL",37933
36119004700,"Bronxville, NY",37932
17043844701,"Westmont, IL",37931
42017100900,"Langhorne, PA",37929
44007017100,"Pawtucket, RI",37928
37119005823,"Providence Estates East, Charlotte, NC",37928
6037550100,"Norwalk, CA",37927
18051050402,"Princeton, IN",37927
17089851904,"Elgin, IL",37927
12099005204,"Lake Worth, FL",37926
17119401200,"Wood River, IL",37925
39013011000,"Alledonia, OH",37925
55079018900,"Layton Park, Milwaukee, WI",37925
20037956700,"Girard, KS",37925
41039003800,"Downtown, Eugene, OR",37925
46013951700,"Aberdeen, SD",37924
36025970100,"East Meredith, NY",37924
26163556300,"Livonia, MI",37923
31109000300,"University Place, Lincoln, NE",37923
42009961000,"Everett, PA",37922
6045011700,"Ukiah, CA",37922
41047010202,"Hubbard, OR",37921
41039005400,"South Hills, Eugene, OR",37921
34035050100,"Somerville, NJ",37921
12061050806,"Sebastian, FL",37920
6029000908,"Bakersfield, CA",37920
12105012700,"Haines City, FL",37919
25017342500,"Everett, MA",37919
51059416200,"Fort Belvoir, VA",37918
34005703802,"Medford, NJ",37918
13061960300,"Fort Gaines, GA",37917
42043023900,"Middletown, PA",37917
36061012100,"Hell's Kitchen, New York, NY",37916
42097080600,"Northumberland, PA",37915
6007001400,"Chico, CA",37915
48439111010,"Fort Worth, TX",37915
12103028104,"South Pasadena, FL",37914
13095010602,"Albany, GA",37914
36001013801,"Albany, NY",37914
22079011500,"Pineville, LA",37914
24027606607,"Long Reach, Columbia, MD",37914
51187020300,"Front Royal, VA",37913
49035100100,"Fairpark, Salt Lake City, UT",37913
17043846517,"Aurora, IL",37913
50011010500,"Franklin County, VT",37912
48273020500,"Kingsville, TX",37912
37055970101,"Kitty Hawk, NC",37912
28097950100,"Winona, MS",37911
37013930600,"Washington, NC",37911
18097380800,"Perry Township, Indianapolis, IN",37911
12099007830,"Palm Beach Gardens, FL",37911
12099003800,"West Palm Beach, FL",37911
1073010301,"Bessemer, AL",37911
19041080200,"Spencer, IA",37910
6059075701,"Tustin, CA",37910
35001004402,"Albuquerque, NM",37909
6073014001,"Lemon Grove, CA",37909
42061950500,"Huntingdon, PA",37909
13207050302,"Juliette, GA",37909
47093005708,"Knoxville, TN",37908
42121201300,"Seneca, PA",37907
29189222100,"Grover, Wildwood, MO",37906
9003520301,"Glastonbury, CT",37906
55111000401,"Baraboo, WI",37906
8031004003,"South, Denver, CO",37905
32003000515,"Las Vegas, NV",37905
40109106606,"Central Oklahoma City, Oklahoma City, OK",37904
21027960400,"Hardinsburg, KY",37904
49007000300,"Price, UT",37904
4021002200,"Oracle, AZ",37903
6065043211,"Murrieta, CA",37903
42101037200,"South Philadelphia, Philadelphia, PA",37902
6085512035,"South San Jose, San Jose, CA",37902
48471790103,"Huntsville, TX",37902
5003960400,"Hamburg, AR",37901
48113000201,"Lower Greenville, Dallas, TX",37901
48423001404,"Lindale, TX",37900
17031842800,"Brighton Park, Chicago, IL",37900
48201320900,"Edgebrook, Houston, TX",37899
26075006303,"Brooklyn, MI",37899
42107003600,"Pine Grove, PA",37899
27099000300,"Austin, MN",37899
36119009900,"Scarsdale, NY",37899
25017358700,"Lexington, MA",37898
48309000400,"Waco, TX",37898
18141011303,"South Bend, IN",37898
20143085600,"Bennington, KS",37897
42101036202,"Millbrook, Philadelphia, PA",37897
27053023400,"Hopkins, MN",37897
48029131611,"Northeast Side, San Antonio, TX",37896
51153900701,"Woodbridge, VA",37896
6037265420,"Westwood, Los Angeles, CA",37896
12011110311,"Pembroke Pines, FL",37895
12101032200,"San Antonio, FL",37894
1097002000,"Venetia, Mobile, AL",37894
36087011405,"New City, NY",37894
55141011700,"Nekoosa, WI",37894
48121021523,"The Colony, TX",37893
51199050303,"Yorktown, VA",37893
24005491401,"Parkville, MD",37893
48469000400,"Victoria, TX",37893
36067016802,"Tully, NY",37893
53015000602,"Olympic East, Longview, WA",37893
20173002800,"Delano, Wichita, KS",37892
40087400300,"Purcell, OK",37891
51650012100,"Fox Hill - Grandview, Hampton, VA",37891
48121020202,"Krum, TX",37891
12015010404,"Punta Gorda, FL",37891
55023960300,"Steuben, WI",37891
48491020301,"Liberty Hill, TX",37891
31079001000,"Grand Island, NE",37890
24013510000,"Keymar, MD",37890
48121021304,"Denton, TX",37889
22041950300,"Winnsboro, LA",37889
32003003632,"North Las Vegas, NV",37889
27123030704,"Greater East Side, Saint Paul, MN",37888
42119090102,"New Columbia, PA",37888
6073007301,"Ocean Beach, San Diego, CA",37887
40109108602,"Southwest Oklahoma City, Oklahoma City, OK",37886
21227011900,"Bowling Green, KY",37886
48201332900,"Golfcrest, Houston, TX",37885
48201541400,"Glencairn, Houston, TX",37885
40145030405,"Broken Arrow, OK",37884
6073020902,"Pine Valley, CA",37884
53033030312,"Federal Way, WA",37884
6111002600,"Ventura, CA",37884
6001404400,"Merriewood, Oakland, CA",37884
49035113308,"West Valley City, UT",37883
22011960500,"DeRidder, LA",37883
48029181819,"Northwest Side, San Antonio, TX",37882
13147960500,"Hartwell, GA",37882
6085511500,"College Terrace, Palo Alto, CA",37881
48347950302,"Nacogdoches, TX",37881
6037620305,"Manhattan Beach, CA",37881
48113013500,"Northwest Dallas, Dallas, TX",37881
55077960500,"Westfield, WI",37880
8031004801,"Southwest, Denver, CO",37880
13009970300,"Milledgeville, GA",37880
4021000700,"San Manuel, AZ",37879
6071006700,"Colton, CA",37879
6071000403,"Chino, CA",37878
21077960101,"Warsaw, KY",37877
6073013102,"Chula Vista, CA",37877
49057201400,"Ogden, UT",37877
20027458200,"Clay Center, KS",37877
36047003600,"Kings County, NY",37876
36093032200,"Scotia, NY",37876
48309003602,"Riesel, TX",37875
34005702500,"Mount Holly, NJ",37875
45045002808,"Greenville, SC",37874
24043010300,"Hagerstown, MD",37874
19123950600,"Oskaloosa, IA",37873
13067030224,"Kennesaw, GA",37873
4027001200,"Desert View, Yuma, AZ",37872
6099003500,"Newman, CA",37872
53053073006,"Roy, WA",37872
30111000901,"Southwest Corridor, Billings, MT",37872
35001003732,"Vineyard Estates, Albuquerque, NM",37870
6029003809,"Rosedale, Bakersfield, CA",37870
6037910804,"Acton, CA",37869
40079040301,"Bokoshe, OK",37869
28081950901,"Tupelo, MS",37869
12099007753,"Lake Worth, FL",37869
48453001820,"North Austin, Austin, TX",37868
42077009400,"West Side, Bethlehem, PA",37868
29161890300,"Rolla, MO",37867
42079216700,"Freeland, PA",37866
36103134906,"Kings Park, NY",37866
55025012800,"Mount Horeb, WI",37864
27003051502,"Minneapolis, MN",37864
55111000900,"Reedsburg, WI",37864
4013814700,"Rancho Corona, Gilbert, AZ",37864
10003013903,"Newark, DE",37864
53033032007,"Maple Valley, WA",37864
26045020101,"Waverly, Lansing, MI",37864
13299950100,"Waycross, GA",37864
22045030302,"Youngsville, LA",37863
9011714104,"Colchester, CT",37863
12117021203,"Oviedo, FL",37863
49035112904,"West Jordan, UT",37862
27053008100,"Calhoun Isles, Minneapolis, MN",37862
36105952100,"Callicoon, NY",37862
34015500701,"Gloucester County, NJ",37862
25027731101,"Columbus Park, Worcester, MA",37861
6061020502,"Auburn, CA",37861
6059032027,"Lake Forest, CA",37861
6087121403,"Santa Cruz, CA",37860
51710001200,"Norfolk, VA",37860
8085966100,"Nucla, CO",37859
27003050505,"Anoka, MN",37859
19153003902,"Des Moines, IA",37858
48453000307,"Cherrywood, Austin, TX",37857
4013104203,"Fairwood, Phoenix, AZ",37857
53051970500,"Newport, WA",37857
29177080000,"Lawson, MO",37857
32031002610,"North Valleys, Reno, NV",37857
27003050220,"Andover, MN",37857
31055003600,"South Central Omaha, Omaha, NE",37857
42071011504,"Columbia, PA",37856
48245010700,"Groves, TX",37856
34005701303,"Bordentown, NJ",37855
25025060400,"South Boston, Boston, MA",37855
39035174104,"North Olmsted, OH",37855
36029009401,"Buffalo, NY",37855
36115082002,"Whitehall, NY",37855
18077966500,"Madison, IN",37855
41027950200,"Hood River, OR",37855
6001450400,"Dublin, CA",37854
55131440105,"Hartford, WI",37854
48121021726,"Flower Mound, TX",37854
12101031504,"Oak Ridge, New Port Richey, FL",37854
17031824005,"Lemont, IL",37854
55105003001,"Edgerton, WI",37853
48201431102,"Westside, Houston, TX",37852
48367140102,"Weatherford, TX",37852
6073016401,"El Cajon, CA",37852
31079000300,"Grand Island, NE",37851
27071790100,"International Falls, MN",37851
40061279400,"McCurtain, OK",37851
48039660702,"Manvel, TX",37851
27053101600,"Hawthorne, Minneapolis, MN",37850
42043025100,"Gratz, PA",37850
17183010400,"Danville, IL",37850
12087972100,"Key West, FL",37850
18097321600,"Washington Township, Indianapolis, IN",37849
28071950401,"Oxford, MS",37848
39035176100,"Olmsted Falls, OH",37848
42101001600,"Queen Village, Philadelphia, PA",37848
13121011504,"Alpharetta, GA",37847
6037551800,"Downey, CA",37847
26145012001,"Shields, Saginaw, MI",37847
8059009852,"Appleridge Estates, Arvada, CO",37847
42045408500,"Havertown, PA",37847
53053071411,"Spanaway, WA",37847
8031007037,"East, Denver, CO",37846
48381021300,"Amarillo, TX",37846
20045001002,"Prairie Park, Lawrence, KS",37846
36071014301,"Chester, NY",37846
6037275200,"Los Angeles, CA",37845
20125950100,"Independence, KS",37845
39029952400,"East Liverpool, OH",37844
48201531300,"North Houston, Houston, TX",37844
12071050207,"Fort Myers, FL",37843
51550021502,"Western Branch North, Chesapeake, VA",37843
48331950100,"Cameron, TX",37843
26027001200,"Edwardsburg, MI",37843
6073021800,"Coronado, CA",37843
22069000600,"Natchitoches, LA",37842
25005611201,"Norton, MA",37842
29189221335,"St. Louis, MO",37841
19105070500,"Wyoming, IA",37841
41067031005,"Vose, Beaverton, OR",37841
8071000300,"Trinidad, CO",37840
39049007210,"The New Albany Country Club, New Albany, OH",37840
34023008001,"Laurence Harbor, South Amboy, NJ",37840
42013011200,"Hollidaysburg, PA",37840
24039930500,"Marion Station, MD",37840
25009260302,"Haverhill, MA",37840
36035971200,"Johnstown, NY",37839
50003970600,"Woodford, VT",37838
29077004400,"Springfield, MO",37838
35001002900,"Near North Valley, Albuquerque, NM",37838
25005642000,"Fall River, MA",37838
39135410100,"West Manchester, OH",37837
26023951000,"Coldwater, MI",37837
53053073118,"Graham, WA",37836
23031031000,"Lebanon, ME",37836
12127082705,"Shady Oaks, New Smyrna Beach, FL",37836
48201420700,"Southwest Houston, Houston, TX",37836
42003090200,"Central Lawrenceville, Pittsburgh, PA",37836
4013421902,"Watertower Improvement, Mesa, AZ",37835
55109120502,"New Richmond, WI",37835
4025002004,"Cottonwood, AZ",37835
48439105600,"South Hills, Fort Worth, TX",37834
26099258900,"Eastpointe, MI",37834
42017105003,"Richboro, PA",37833
39085201400,"Willoughby, OH",37833
25009252400,"Methuen, MA",37833
25027757100,"Southbridge, MA",37832
45063020904,"Pelion, SC",37832
6059089004,"Riverview West, Santa Ana, CA",37832
42101013602,"Brewerytown, Philadelphia, PA",37832
39007000300,"Ashtabula, OH",37832
31109010400,"Hickman, NE",37831
54103030800,"New Martinsville, WV",37831
6065045103,"Rancho Mirage, CA",37831
21059000700,"Owensboro, KY",37829
44003021100,"Norwood, Warwick, RI",37829
42085033300,"Sharpsville, PA",37828
42107001300,"Tremont, PA",37828
54033031700,"Wallace, WV",37828
23025967000,"Mercer, ME",37827
25013801605,"Sixteen Acres, Springfield, MA",37827
48225950400,"Crockett, TX",37827
48499950301,"Quitman, TX",37826
37081012604,"Southmont, Greensboro, NC",37825
26099221800,"New Baltimore, MI",37824
42045407502,"Media, PA",37824
19181021200,"Prole, IA",37823
6073020710,"Kit Carson, Escondido, CA",37822
17179021604,"Morton, IL",37822
34001011000,"Hammonton, NJ",37822
5075470300,"Lynn, AR",37821
6073008339,"University City, San Diego, CA",37821
49035111702,"South Salt Lake, UT",37821
48029190603,"Edison, San Antonio, TX",37820
39093070102,"Spring Valley, Elyria, OH",37820
36059413500,"Baldwin, NY",37820
36067011102,"Liverpool, NY",37820
48491020900,"Taylor, TX",37819
21111011102,"Jeffersontown, KY",37819
40143007408,"Broken Arrow, OK",37819
34005703202,"Southampton Township, NJ",37819
19153011404,"Johnston, IA",37819
12099005917,"Lake Worth, FL",37818
55053960400,"Black River Falls, WI",37818
17031806900,"Skokie, IL",37816
36029010902,"Buffalo, NY",37816
22049970100,"Eros, LA",37816
36029015401,"Derby, NY",37815
8077000900,"Grand Junction, CO",37814
22085000300,"Zwolle, LA",37814
26071000100,"Crystal Falls, MI",37813
6071010020,"Hesperia, CA",37812
6001441501,"Union City, CA",37812
42045406201,"Brookhaven, PA",37811
27161790400,"Waseca, MN",37811
39157021100,"Dover, OH",37811
17043841003,"Roselle, IL",37811
33005970800,"Marlborough, NH",37811
49057210701,"Roy, UT",37811
47083120100,"Erin, TN",37810
34005700504,"Moorestown-Lenola, Moorestown, NJ",37810
18127050203,"Chesterton, IN",37810
22065960200,"Tallulah, LA",37810
25017331300,"Wilmington, MA",37810
39153530103,"Twinsburg, OH",37810
50019951300,"Newport, VT",37809
12057010813,"Tampa, FL",37809
36013035901,"Fredonia, NY",37807
27053026613,"Plymouth, MN",37807
18039001802,"Elkhart, IN",37806
4019004032,"Tucson, AZ",37806
18131959200,"Francesville, IN",37806
37101040800,"Smithfield, NC",37806
55087011300,"Appleton, WI",37805
42091203402,"Norristown, PA",37805
12035060207,"Bunnell, FL",37805
42071012104,"Lititz, PA",37803
24025303605,"Bel Air, MD",37803
29145020502,"Joplin, MO",37803
32019960303,"Dayton, NV",37803
48453001859,"Manor, TX",37803
55015020700,"Appleton, WI",37803
45045002608,"Greer, SC",37803
26071000300,"Iron River, MI",37802
28149951101,"Vicksburg, MS",37801
8105976700,"Monte Vista, CO",37801
23029955700,"Eastport, ME",37801
39095004504,"Beverly, Toledo, OH",37800
12099005947,"Boynton Beach, FL",37800
39107967200,"Rockford, OH",37800
42017100209,"Bensalem, PA",37800
6083001604,"Carpinteria, CA",37800
42059970700,"Spraggs, PA",37799
36069051600,"Geneva, NY",37799
48113014133,"Irving, TX",37799
25013813000,"Blandford, MA",37798
8013012605,"Baseline Sub, Boulder, CO",37798
54107010902,"Parkersburg, WV",37798
35009000301,"Clovis, NM",37798
6065044922,"Palm Desert, CA",37798
17055040600,"Benton, IL",37798
36015011000,"Elmira, NY",37797
53033025101,"Renton, WA",37797
53077000800,"Yakima, WA",37796
17097863202,"Lake Bluff, IL",37796
41005023202,"Damascus, OR",37796
47093004606,"Knoxville, TN",37795
25017363104,"Acton, MA",37795
22071003304,"Gentilly, New Orleans, LA",37794
39089759100,"Hebron, OH",37793
28113950700,"Magnolia, MS",37793
55039041600,"Ripon, WI",37793
17043846404,"Naperville, IL",37793
17195000900,"Sterling, IL",37791
29095013502,"Greenwood, MO",37790
42115032500,"New Milford, PA",37790
26067031500,"Portland, MI",37790
30063001302,"Missoula, MT",37790
17197883209,"Far West, Joliet, IL",37790
40097040800,"Adair, OK",37789
42061950900,"Mount Union, PA",37789
48201542900,"Katy, TX",37789
6017030803,"Shingle Springs, CA",37788
17043841307,"Carol Stream, IL",37788
41019160000,"Winston, OR",37787
40061279100,"Keota, OK",37787
35001000300,"Summit Park, Albuquerque, NM",37787
9003405500,"Bristol, CT",37787
48029161801,"Southside, San Antonio, TX",37787
22051025202,"Terrytown, LA",37787
22009030600,"Bunkie, LA",37786
48201252600,"Old River Acres, Channelview, TX",37785
26125161800,"Southfield, MI",37784
42019902600,"South Hills, Butler, PA",37784
37019020601,"Ash, NC",37783
56013000100,"Lander, WY",37783
37133001000,"Jacksonville, NC",37783
39035175201,"North Royalton, OH",37782
45079011415,"Columbia, SC",37782
48213951000,"Malakoff, TX",37781
39023002605,"Springfield, OH",37781
6107002006,"Visalia, CA",37781
18157011000,"Lafayette, IN",37780
45055970902,"Lugoff, SC",37780
6037310400,"Burbank, CA",37780
48113018801,"Garland, TX",37779
42075003400,"Lebanon, PA",37779
6001400300,"Shafter, Oakland, CA",37779
1107050400,"Aliceville, AL",37779
42059970502,"Waynesburg, PA",37778
36029010300,"Buffalo, NY",37778
48403950200,"Pineland, TX",37778
31055007003,"South Omaha, Omaha, NE",37778
8059011602,"North Alameda, Lakewood, CO",37778
29229490300,"Macomb, MO",37776
6083002305,"Santa Maria, CA",37776
23007970602,"Weld, ME",37776
42065951000,"Punxsutawney, PA",37776
51153901509,"Haymarket, VA",37775
26139022105,"Holland, MI",37775
37119002904,"Olde Providence North, Charlotte, NC",37775
10001041500,"Dover, DE",37775
48485012700,"Wichita Falls, TX",37775
6027000300,"Bishop, CA",37775
1027958900,"Lineville, AL",37775
13107970100,"Twin City, GA",37774
6097150609,"Petaluma, CA",37774
13151070106,"Stockbridge, GA",37773
36121970700,"Castile, NY",37773
29099700115,"Arnold, MO",37773
36061015700,"Upper West Side, New York, NY",37773
42003424000,"Sharpsburg, PA",37772
25017341600,"Malden, MA",37771
42071011502,"Columbia, PA",37771
19011960700,"Belle Plaine, IA",37771
20173009402,"Wichita, KS",37771
34015501103,"Woodbury, NJ",37771
47149041401,"Murfreesboro, TN",37770
42129803901,"Greensburg, PA",37770
6037620501,"North Redondo, Redondo Beach, CA",37770
13067030312,"Marietta, GA",37770
13063040526,"Jonesboro, GA",37770
6073014901,"La Mesa, CA",37770
19185070300,"Corydon, IA",37770
18051050401,"Patoka, IN",37769
6095251100,"Vallejo, CA",37769
29095010203,"South Kansas City, Kansas City, MO",37769
34005701205,"Burlington, NJ",37768
39099813800,"Lincoln Knolls, Youngstown, OH",37768
25005614102,"East Taunton, Taunton, MA",37767
55131440200,"Hartford, WI",37767
48439102100,"Fort Worth, TX",37767
53073010501,"Ferndale, WA",37766
26077006601,"Vicksburg, MI",37766
39151711321,"Canton, OH",37766
4013109603,"Maryvale Village, Phoenix, AZ",37766
36027220801,"Poughkeepsie, NY",37765
21091960200,"Lewisport, KY",37764
42055010200,"Orrstown, PA",37764
51199050401,"Yorktown, VA",37764
6107002002,"Visalia, CA",37763
48453000204,"Rosedale, Austin, TX",37763
34015500204,"West Deptford, NJ",37763
17167000501,"Springfield, IL",37763
36029007700,"Tonawanda, NY",37761
24005451801,"Middle River, MD",37761
26125183700,"Royal Oak, MI",37761
18135952000,"Lynn, IN",37760
34033021600,"Salem County, NJ",37760
35025000504,"Hobbs, NM",37760
1097003606,"Westhill, Mobile, AL",37760
36047032600,"Kings County, NY",37760
51009010504,"Madison Heights, VA",37760
35045943201,"Bloomfield, NM",37759
4013106702,"Alhambra, Phoenix, AZ",37759
21195931400,"Belfry, KY",37759
27025110402,"Stacy, MN",37758
42101030700,"Lawncrest, Philadelphia, PA",37758
13147960100,"Hartwell, GA",37757
24039930200,"Dames Quarter, MD",37756
26021021400,"Oronoko charter Township, Berrien Springs, MI",37756
4013108200,"Arcadia Lite, Phoenix, AZ",37756
42005951600,"Apollo, PA",37756
53033011300,"Delridge, Seattle, WA",37756
36071011701,"Port Jervis, NY",37756
9003420500,"Plainville, CT",37756
17161023200,"Rock Island, IL",37755
12103024002,"North East Park, Saint Petersburg, FL",37755
22089062500,"Norco, LA",37755
6113010508,"Stonegate, Davis, CA",37754
35001003737,"Peppertree-Royal Oak, Albuquerque, NM",37754
55039040200,"Fond du Lac, WI",37754
49041975400,"Richfield, UT",37753
28097950200,"Winona, MS",37753
18097320400,"Eastwood, Indianapolis, IN",37753
6071004104,"Muscoy, CA",37753
29083950200,"Clinton, MO",37753
6037602200,"Los Angeles, CA",37751
39035171205,"Maple Heights, OH",37750
1069040202,"Dothan, AL",37750
6059088902,"Garden Grove, CA",37750
12105012404,"Polk City, FL",37750
48423002004,"Tyler, TX",37749
42017102600,"Telford, PA",37748
6057000104,"Grass Valley, CA",37748
48201233101,"Northeast Houston, Houston, TX",37747
12099007607,"Boca Raton, FL",37747
17007010601,"Capron, IL",37746
31053964000,"Fremont, NE",37746
12111381603,"Port St. Lucie, FL",37745
48201543003,"Yaupon Ranch, Cypress, TX",37745
36067010301,"Cicero, NY",37744
12011040602,"Central Fort Lauderdale, Fort Lauderdale, FL",37744
27037060710,"Burnsville, MN",37744
17111871307,"Cary, IL",37743
55061960100,"Algoma, WI",37741
48381021702,"Amarillo, TX",37741
8059010208,"Highlands, Arvada, CO",37741
17113000104,"Normal, IL",37741
17031190701,"Belmont Cragin, Chicago, IL",37741
8059012026,"Evergreen, CO",37740
26099241800,"Clinton Township, MI",37740
21083020900,"Mayfield, KY",37738
39035152303,"Euclid, OH",37738
12099007735,"Boca Raton, FL",37738
18063210700,"Plainfield, IN",37738
13117130601,"Alpharetta, GA",37737
6059052423,"Lake Forest, CA",37736
22103041004,"Slidell, LA",37736
17111870807,"Crystal Lake, IL",37736
1123962502,"Dadeville, AL",37736
48453001769,"Oak Hill, Austin, TX",37735
26049012402,"Otisville, MI",37735
6037602402,"Hawthorne, CA",37734
6061021203,"Loomis, CA",37734
36043011002,"Dolgeville, NY",37732
6057000701,"Grass Valley, CA",37732
12099007201,"Boca Raton, FL",37732
4021000207,"San Tan Valley, AZ",37732
17183011100,"Ridge Farm, IL",37732
16019970300,"Idaho Falls, ID",37731
39055312202,"Chardon, OH",37731
6021010300,"Willows, CA",37731
51061930302,"Warrenton, VA",37731
53011041112,"Vancouver, WA",37731
48485011800,"Wichita Falls, TX",37731
25009221901,"Gloucester, MA",37731
24041960900,"Trappe, MD",37731
42057960300,"Warfordsburg, PA",37731
27137015500,"Cook, MN",37730
22033004205,"Baker, LA",37730
29037060600,"Pleasant Hill, MO",37730
26099254200,"Fraser, MI",37730
6097150500,"Glen Ellen, CA",37729
36013037500,"Frewsburg, NY",37729
23005004501,"Freeport, ME",37728
51710002300,"Larchmont/Edgewater, Norfolk, VA",37728
34005701502,"Trenton, NJ",37728
48201534001,"Houston, TX",37728
36071011802,"New Hampton, NY",37728
6085503115,"Communications Hill, San Jose, CA",37727
55079120101,"Greenfield, WI",37727
6073010004,"Otay Mesa West, San Diego, CA",37727
53061050101,"Edmonds, WA",37726
48201520602,"Northwest Houston, Houston, TX",37726
6059087103,"Southwest Anaheim, Anaheim, CA",37725
40087400101,"Newcastle, OK",37725
53063010202,"Mead, WA",37725
26081012202,"Cascade Hills, Ada, MI",37725
40065968200,"Blair, OK",37724
13059140600,"Winterville, GA",37724
17037000200,"Kingston, IL",37724
12053040907,"Spring Hill, FL",37723
48215022103,"Donna, TX",37722
22033004302,"Pride, Central, LA",37722
48453001916,"Austin, TX",37721
29189220602,"St. Louis, MO",37720
42125742100,"Houston, PA",37720
42029302400,"West Chester, PA",37720
34039036000,"Rahway, NJ",37720
26081011702,"Grand Rapids, MI",37719
29189220444,"St. Louis, MO",37719
20185470600,"Stafford, KS",37719
6071004507,"Arrowhead Farms, San Bernardino, CA",37719
22109000101,"Schriever, LA",37719
42041011601,"Mechanicsburg, PA",37719
22071001722,"New Orleans East Area, New Orleans, LA",37719
36037951300,"Pavilion, NY",37718
39035184104,"Solon, OH",37718
36065025600,"Deansboro, NY",37718
13067030238,"Powder Springs, GA",37718
28083950600,"Greenwood, MS",37717
26125167400,"Farmington Hills, MI",37717
12099007710,"Lake Worth, FL",37717
34029722900,"Toms River, NJ",37716
36061029500,"Inwood, New York, NY",37716
36081014100,"Queens County, NY",37715
22041950500,"Winnsboro, LA",37715
20019964600,"Sedan, KS",37715
42019902400,"Butler, PA",37714
39151711600,"Canton, OH",37714
24031701212,"Rockville, MD",37714
22057021700,"Lockport, LA",37714
15003007811,"Aiea, HI",37712
26163556100,"Livonia, MI",37712
2020002602,"Abbott Loop, Anchorage, AK",37712
48029121606,"Northeast Side, San Antonio, TX",37711
34005703700,"Shamong, NJ",37711
24031703213,"Aspen Hill, MD",37711
27053027400,"Wayzata, MN",37709
28141950100,"Iuka, MS",37708
48321730202,"Sweeny, TX",37708
40011958900,"Watonga, OK",37707
26163581200,"Southgate, MI",37707
39057280300,"Wright-Patterson Air Force Base, OH",37707
55079001500,"Silver Spring, Milwaukee, WI",37707
6007000402,"Chico, CA",37707
