tract,Name,Household_Income_at_Age_35_rB_gF_p25
17091011000,"Hopkins Park, IL",26457
17031730100,"South Side, Chicago, IL",26456
1073010402,"Bessemer, AL",26456
51710000901,"Norfolk, VA",26456
48113018121,"Garland, TX",26455
29047020400,"Antioch Acres, Kansas City, MO",26455
18003001600,"Harvester Community, Fort Wayne, IN",26455
6095252313,"Fairfield, CA",26454
11001009601,"Kenilworth, Washington, DC",26454
25013801401,"Bay, Springfield, MA",26453
45045002611,"Taylors, SC",26453
18097330500,"Devington, Indianapolis, IN",26452
48453002110,"East MLK, Austin, TX",26451
17031837400,"East Garfield Park, Chicago, IL",26451
17197882200,"Joliet, IL",26451
55079101000,"West Allis, WI",26451
24003730402,"Glen Burnie, MD",26449
6037127804,"Van Nuys, Los Angeles, CA",26448
29069360500,"Kennett, MO",26448
42045400500,"Upper Darby, PA",26448
29019000700,"Columbia, MO",26448
17031711300,"Auburn Gresham, Chicago, IL",26447
37119005605,"College Downs, Charlotte, NC",26447
36005027700,"Bronx County, NY",26447
48121021745,"Lewisville, TX",26445
48343950200,"Daingerfield, TX",26443
12031013300,"Westside, Jacksonville, FL",26443
48027023108,"Killeen, TX",26443
51790000500,"Staunton, VA",26441
22051020511,"Kenner, LA",26441
39035152102,"Euclid, OH",26440
28023950100,"Quitman, MS",26440
26081012606,"East Beltline, Grand Rapids, MI",26440
48419950400,"Center, TX",26438
37119006008,"Coulwood West, Charlotte, NC",26436
48201313400,"Southeast Houston, Houston, TX",26436
29189210702,"St. Louis, MO",26435
36047036900,"Kings County, NY",26435
13135050304,"Gwinnett Village, Peachtree Corners, GA",26434
48027022103,"Killeen, TX",26434
6075980600,"Bayview, San Francisco, CA",26434
42085033200,"Sharon, PA",26434
45085000202,"Dalzell, SC",26434
51041100927,"Midlothian, VA",26433
51760010402,"Laburnum Park, Richmond, VA",26433
6001400300,"Shafter, Oakland, CA",26433
6037601212,"Inglewood, CA",26432
21111011404,"Newburg, Louisville, KY",26432
45019002502,"Hollywood, SC",26431
13097080511,"Douglasville, GA",26431
24510260202,"Parkside, Baltimore, MD",26431
6071003804,"Rialto, CA",26431
28047003207,"Gulfport, MS",26429
37119001912,"Farm Pond, Charlotte, NC",26428
36005012102,"Bronx County, NY",26428
13121010507,"College Park, GA",26428
17031430102,"South Shore, Chicago, IL",26427
22097961500,"Opelousas, LA",26427
28127950100,"Mendenhall, MS",26426
37019020101,"Leland, NC",26425
6037571504,"Bixby Knolls, Long Beach, CA",26425
6067005102,"Sacramento, CA",26425
37051000900,"Terry Sanford, Fayetteville, NC",26424
29095008700,"Kansas City, MO",26423
9003480600,"Thompsonville, Enfield, CT",26422
48245002500,"Beaumont, TX",26422
48201432902,"Sharpstown, Houston, TX",26422
34013018600,"City of Orange, NJ",26421
24037876001,"Lexington Park, MD",26421
6067007204,"North Sacramento, Sacramento, CA",26421
6073018517,"Mira Costa, Oceanside, CA",26419
39049009336,"South Columbus, Columbus, OH",26419
42029302702,"West Chester, PA",26419
9009140600,"The Hill, New Haven, CT",26419
13121010514,"Fairburn, GA",26419
9001043400,"Norwalk, CT",26416
51089010100,"Collinsville, VA",26416
37081011904,"Greensboro, NC",26415
17197883803,"Steger, IL",26413
48167720600,"Dickinson, TX",26412
5095950100,"Brinkley, AR",26411
37195001700,"Lucama, NC",26411
39113001800,"Old North Dayton, Dayton, OH",26411
24510260102,"Frankford, Baltimore, MD",26410
6013380000,"Marina Bay, Richmond, CA",26410
9003500500,"Sheldon Charter Oak, Hartford, CT",26409
6013313206,"Pittsburg, CA",26409
12095017701,"Apopka, FL",26407
48113009103,"Piedmont Addition, Dallas, TX",26406
29095010103,"South Kansas City, Kansas City, MO",26406
2090000700,"Fairbanks, AK",26406
48451001200,"San Angelo, TX",26404
2020001500,"Rogers Park, Anchorage, AK",26403
13135050319,"Gwinnett Village, Norcross, GA",26403
22013970200,"Gibsland, LA",26401
36005020501,"Bronx County, NY",26401
1073013002,"Mason City, Birmingham, AL",26400
5119002408,"John Barrow, Little Rock, AR",26399
11001007403,"Shipley, Washington, DC",26399
12086001302,"Upper East Side, Miami, FL",26398
37049961201,"Havelock, NC",26398
12127091024,"Deltona Lakes, Deltona, FL",26396
39049002200,"Italian Village, Columbus, OH",26395
47065011326,"Chattanooga, TN",26395
36047121000,"Kings County, NY",26394
47113001609,"Jackson, TN",26392
39061004100,"East Walnut HIlls, Cincinnati, OH",26392
24033803525,"Hyattsville, MD",26392
42101028600,"North Philadelphia, Philadelphia, PA",26391
13089021909,"Pine Lake, GA",26390
37163971000,"Rose Hill, NC",26389
6071008001,"North Redlands, Redlands, CA",26388
6065030503,"Eastside, Riverside, CA",26388
18097340108,"Indianapolis, IN",26388
45079011608,"Columbia, SC",26387
45071950100,"Pomaria, SC",26387
22033003101,"Scotlandville, Baton Rouge, LA",26387
48167723700,"Hitchcock, TX",26387
1051030100,"Deatsville, AL",26386
22033004700,"Zachary, LA",26386
21111001100,"Chickasaw, Louisville, KY",26385
39035151200,"East Cleveland, OH",26384
11001009801,"Southeast Washington, Washington, DC",26384
22017021400,"Broadmoor, Anderson Island, Shreve Isle, Shreveport, LA",26382
10003012300,"Wilmington, DE",26382
13245010708,"South Augusta, Hephzibah, GA",26381
22121020300,"Port Allen, LA",26381
22113950700,"Abbeville, LA",26381
53061041903,"Westmont, Everett, WA",26379
1073014410,"Birmingham, AL",26379
36005029600,"Bronx County, NY",26378
48113015306,"Irving, TX",26378
5025970100,"Rison, AR",26378
55079013400,"Merrill Park, Milwaukee, WI",26378
34007603001,"Merchantville, NJ",26378
45019002612,"West Ashley, Charleston, SC",26377
1123962200,"Alexander City, AL",26375
11001010500,"Southwest Washington, Washington, DC",26375
36081020800,"Queens County, NY",26374
36005015100,"Bronx County, NY",26374
4013104203,"Fairwood, Phoenix, AZ",26373
17097862605,"Waukegan, IL",26372
26161405500,"Mitchell, Ann Arbor, MI",26372
36047032300,"Kings County, NY",26371
42045404101,"Swarthmore, PA",26371
6037570601,"Lindbergh, Long Beach, CA",26370
24003731307,"Pasadena, MD",26370
12086000212,"North Miami Beach, FL",26367
37163970700,"Clinton, NC",26367
12069031309,"Minneola, FL",26366
48201432801,"Sharpstown, Houston, TX",26366
42071000100,"Lancaster, PA",26365
24025301601,"Edgewood, MD",26365
22071001735,"New Orleans East Area, New Orleans, LA",26363
13089023209,"Stone Mountain, GA",26361
34013006700,"South Broad Street, Newark, NJ",26361
17031500100,"Cottage Grove Heights, Chicago, IL",26361
18097310305,"Indianapolis, IN",26360
40051001000,"Chickasha, OK",26359
6019005304,"Fresno, CA",26358
42045405200,"Chester, PA",26358
17031081900,"Cabrini-Green, Chicago, IL",26358
28099010200,"Philadelphia, MS",26358
17163503800,"Scott Air Force Base, IL",26357
28151000701,"Greenville, MS",26357
22071010100,"Milan, New Orleans, LA",26356
40109105903,"Central Oklahoma City, Oklahoma City, OK",26356
26161410500,"Ypsilanti, MI",26356
39035171205,"Maple Heights, OH",26355
6037572400,"Upper Westside, Long Beach, CA",26355
48113014310,"Las Colinas, Irving, TX",26355
45013000902,"Beaufort, SC",26354
13151070306,"McDonough, GA",26354
25013800201,"East Springfield, Springfield, MA",26354
32003000519,"Stewart Place, Las Vegas, NV",26353
47157020621,"Memphis, TN",26353
42101029800,"Northeast Philadelphia, Philadelphia, PA",26353
17043845505,"Darien, IL",26352
48245005400,"Port Arthur, TX",26350
17031030300,"Edgewater, Chicago, IL",26350
36065020300,"Utica, NY",26349
17143001800,"Peoria, IL",26348
28051950400,"Lexington, MS",26347
48113016523,"Cedar Hill, TX",26347
55079003000,"Hampton Heights, Milwaukee, WI",26347
36103123701,"Copiague, NY",26347
5119001900,"Oak Forest, Little Rock, AR",26346
39035121700,"Lee - Miles, Cleveland, OH",26344
48113018141,"Garland, TX",26344
45085001704,"Sumter, SC",26343
18053000200,"Marion, IN",26343
12073002104,"Tallahassee, FL",26342
6037218110,"Central LA, Los Angeles, CA",26342
1005950200,"Clayton, AL",26340
17031834000,"Princeton Park, Chicago, IL",26339
28007060300,"Sallis, MS",26339
34011040300,"Vineland, NJ",26339
26163530800,"Petosky-Otsego, Detroit, MI",26338
17161023600,"Douglas Park Neighborhood, Rock Island, IL",26337
12011060606,"Plantation, FL",26336
18097354500,"Indianapolis, IN",26336
36055009302,"East Avenue, Rochester, NY",26334
12073002201,"Tallahassee, FL",26334
17115000200,"Decatur, IL",26334
45045001804,"Taylors, SC",26334
48439113922,"Fort Worth, TX",26332
22053000500,"Jennings, LA",26329
24510270902,"Perring Loch, Baltimore, MD",26329
4013112504,"Maryvale Village, Phoenix, AZ",26329
36059414400,"Freeport, NY",26327
48113007822,"Vickery Meadow, Dallas, TX",26327
48029121404,"Northeast Side, San Antonio, TX",26326
36061016200,"Upper Manhattan, New York, NY",26325
1097006105,"Prichard, AL",26325
6001438300,"Glen Eden, Hayward, CA",26325
28047003208,"Gulfport, MS",26324
47113001401,"Jackson, TN",26324
42101009802,"Overbrook, Philadelphia, PA",26323
1039963000,"Florala, AL",26323
48201530600,"Independence Heights, Houston, TX",26323
22051027100,"Westwego, LA",26322
39049007396,"Willow Brook Crossing, Blacklick, OH",26321
36047092400,"Kings County, NY",26321
24033807404,"Beltsville, MD",26321
6071003302,"Bloomington, CA",26319
13089023314,"Lithonia, GA",26319
48439113217,"North Richland Hills, TX",26319
17031821300,"Blue Island, IL",26317
17089851500,"Elgin, IL",26316
17161023200,"Rock Island, IL",26316
51177020106,"Fredericksburg, VA",26316
12033002804,"Pensacola, FL",26316
45075010200,"Holly Hill, SC",26315
34031175302,"Passaic, NJ",26315
24017850802,"Waldorf, MD",26315
20103070500,"Leavenworth, KS",26314
21145030400,"Paducah, KY",26314
5069000301,"White Hall, AR",26314
48113018300,"Garland, TX",26314
12011010304,"Deerfield Beach, FL",26312
36055004702,"Group 14621, Rochester, NY",26311
37067002604,"Winston-Salem, NC",26311
51550021102,"Pleasant Grove East, Chesapeake, VA",26311
6037402804,"Westmont, Pomona, CA",26310
39151710400,"Alliance, OH",26310
12105011732,"Lakeland, FL",26310
48201451100,"Briarforest, Houston, TX",26307
5035030805,"Marion, AR",26307
48181002000,"Sherman, TX",26307
48201240801,"North Park Forest, Houston, TX",26307
47037010401,"Madison, Nashville, TN",26306
22049970200,"Quitman, LA",26306
13151070403,"Locust Grove, GA",26306
17031830100,"Park Forest, IL",26306
37073970200,"Gates, NC",26305
34017006100,"Greenville, Jersey City, NJ",26305
12009069700,"Buttonwood Manor, Merritt Island, FL",26305
6073002803,"Mid-City, San Diego, CA",26305
53033008800,"Central District, Seattle, WA",26304
48113014113,"Song, Irving, TX",26303
26125157500,"West Bloomfield Township, MI",26303
12011020501,"Margate, FL",26302
17031411000,"South Side, Chicago, IL",26302
36067006000,"Valley, Syracuse, NY",26301
12073002415,"Royal Oaks, Tallahassee, FL",26301
47037019005,"Barcelona Condos, Nashville, TN",26300
12111380700,"Fort Pierce, FL",26299
22127960400,"Winnfield, LA",26299
34007604100,"Oaklyn, NJ",26299
29189212300,"St. Louis, MO",26298
42029308000,"Oxford, PA",26297
28033070520,"Southaven, MS",26297
22099020200,"Arnaudville, LA",26296
29095013210,"South Kansas City, Kansas City, MO",26294
13135050416,"Stone Mountain, GA",26294
13063040509,"Riverdale, GA",26292
45019002702,"West Ashley, Charleston, SC",26291
6037104108,"Pacoima, Los Angeles, CA",26290
34039039300,"Plainfield, NJ",26289
37013930900,"Blounts Creek, NC",26288
36093021700,"Central State, Schenectady, NY",26288
12083001207,"Ocala, FL",26288
51041101007,"Midlothian, VA",26288
12085001000,"Stuart, FL",26287
13089023000,"Avondale Estates, GA",26286
48029131200,"Comanche, San Antonio, TX",26286
56021001100,"Warren Air Force Base, WY",26286
36067001600,"Northside, Syracuse, NY",26284
12011042600,"South Fort Lauderdale, Fort Lauderdale, FL",26284
34001001900,"Atlantic City, NJ",26283
51087200107,"Henrico, VA",26283
51093280400,"Carrsville, VA",26283
17031410800,"Hyde Park, Chicago, IL",26282
13103030203,"Guyton, GA",26282
12095012307,"Orlando, FL",26280
48113012207,"Buckner Terrace / Everglade Park, Dallas, TX",26280
11001008804,"Northeast Washington, Washington, DC",26280
6065042407,"Moreno Valley, CA",26279
24005401302,"Gwynn Oak, Baltimore, MD",26279
48113003901,"Dallas, TX",26278
37139960701,"Elizabeth City, NC",26277
1073011802,"Center Point, AL",26277
51153901602,"Manassas, VA",26276
47017962100,"Huntingdon, TN",26275
39049008210,"Valleyview Heights, Columbus, OH",26274
20091051907,"Concorde Bridge, Overland Park, KS",26274
39049007954,"Hilliard Green, Hilliard, OH",26274
6065040302,"Rubidoux, Riverside, CA",26273
39049007113,"Parkview, Columbus, OH",26273
27037060727,"Eagan, MN",26273
47149041402,"Murfreesboro, TN",26272
42101020600,"East Falls, Philadelphia, PA",26272
55059001700,"Kenosha, WI",26272
6095251200,"Vallejo, CA",26271
29095007900,"North Town Fork Creek, Kansas City, MO",26271
42003512900,"Braddock, PA",26271
1003010705,"Daphne, AL",26271
18089020400,"Hammond, IN",26271
12009071400,"Bayview Estates, Titusville, FL",26271
24510280401,"Baltimore, MD",26270
32003002937,"Las Vegas, NV",26269
12033003307,"Santa Monica, Pensacola, FL",26269
6029002813,"Bakersfield, CA",26269
13175950100,"Dublin, GA",26268
28049010805,"Clinton, MS",26267
27123031200,"North End, Saint Paul, MN",26266
1097003710,"Terrace Hills, Mobile, AL",26266
21067003405,"Lexington, KY",26265
22097961400,"Opelousas, LA",26265
8005081800,"Chambers Heights, Aurora, CO",26264
36081015200,"Queens County, NY",26264
26077001503,"Westwood, Kalamazoo, MI",26263
39035126100,"Euclid - Green, Cleveland, OH",26262
9003504500,"Behind the Rocks, Hartford, CT",26261
1073013400,"Fairfield, AL",26261
37001020502,"Burlington, NC",26261
37063002015,"Durham, NC",26261
17031750400,"Kennedy Park, Chicago, IL",26261
13063040513,"Riverdale, GA",26261
45029970700,"Cottageville, SC",26260
13089023419,"Ellenwood, GA",26259
48439111521,"East Arlington, Arlington, TX",26259
34013012900,"Irvington, NJ",26259
6037555103,"Lakewood, CA",26258
24035810300,"Chestertown, MD",26258
6037220000,"Jefferson, Los Angeles, CA",26258
36005015500,"Bronx County, NY",26258
21073070100,"Frankfort, KY",26258
29095005700,"East Side, Kansas City, MO",26258
4013115900,"South Mountain Village, Phoenix, AZ",26255
45027960300,"Alcolu, SC",26255
13245010903,"Farmers Bridge, Hephzibah, GA",26254
6037222500,"South Los Angeles, Los Angeles, CA",26254
45019003115,"North Charleston, SC",26253
1001021000,"Billingsley, AL",26253
40031000600,"Lawton, OK",26253
1047957100,"Sardis, AL",26252
34003023401,"Hackensack, NJ",26252
22071005000,"Mid-City, New Orleans, LA",26251
39049006931,"Forest Park East, Columbus, OH",26250
6013313101,"Pittsburg, CA",26249
19113001700,"Wellington Heights, Cedar Rapids, IA",26248
45079002100,"Midtown - Downtown, Columbia, SC",26248
22083970100,"Delhi, LA",26248
48477170100,"Brenham, TX",26248
10003013614,"Wilmington, DE",26248
37083930200,"Roanoke Rapids, NC",26247
22017024303,"Airport, Pines Road, Shreveport, LA",26247
39049009325,"Eastland, Columbus, OH",26246
48113014133,"Irving, TX",26245
24025306500,"Aberdeen Proving Ground, MD",26245
28049010301,"Presidential Hills, Jackson, MS",26245
48029131507,"Northeast Side, San Antonio, TX",26243
48113016903,"Wilmer, TX",26243
22071001744,"Little Woods, New Orleans, LA",26243
45013002107,"Bluffton, SC",26241
28047001502,"Gulfport, MS",26241
13009970100,"Milledgeville, GA",26241
39049005420,"Driving Park, Columbus, OH",26241
13089021913,"Stone Mountain, GA",26241
37051003205,"Jack Britt, Fayetteville, NC",26240
42101027700,"Logan/ Ogontz/ Fern Rock, Philadelphia, PA",26240
20209040300,"Northwest, Kansas City, KS",26239
12099004812,"Lake Worth, FL",26239
48139061500,"Ennis, TX",26239
48167720700,"League City, TX",26239
1015002102,"Jacksonville, AL",26239
48453002419,"William Cannon Joint Venture, Austin, TX",26238
13135050315,"Peachtree Corners, GA",26238
51049930100,"Cumberland, VA",26238
37051003305,"Westover, Fayetteville, NC",26237
48453002113,"University Hills, Austin, TX",26236
48113009000,"Riverway Estates/Bruton Terrace, Dallas, TX",26236
13245010513,"Augusta, GA",26236
51107611204,"Sterling, VA",26235
48439122002,"East Arlington, Arlington, TX",26235
12047960100,"Jasper, FL",26234
31055005800,"North Omaha, Omaha, NE",26234
24033801104,"Joint Base Andrews, MD",26234
13089023212,"Stone Mountain, GA",26233
21155970700,"Lebanon, KY",26233
12099006908,"Delray Beach, FL",26233
39023001102,"Springfield, OH",26233
29510127500,"Downtown West, St. Louis, MO",26233
26159010200,"South Haven, MI",26232
18095000300,"Anderson, IN",26232
13139000702,"Gainesville, GA",26232
10005051802,"Laurel, DE",26231
17097860101,"Zion, IL",26230
51153901701,"Manassas, VA",26230
42003486900,"Duquesne, PA",26229
21111012408,"Louisville, KY",26228
37049961001,"New Bern, NC",26228
51143010500,"Chatham, VA",26227
37081016306,"High Point, NC",26227
12095014609,"Southwest Orlando, Orlando, FL",26226
12009065202,"Palm Bay, FL",26224
17031351400,"Bronzeville, Chicago, IL",26224
44007003300,"Hope, Providence, RI",26224
13189950400,"Thomson, GA",26223
45079010407,"Columbia, SC",26223
51650011600,"Downtown Hampton, Hampton, VA",26222
11001009811,"Southeast Washington, Washington, DC",26222
48113012604,"Dallas, TX",26222
40109108307,"Northwest Oklahoma City, Oklahoma City, OK",26222
20125950500,"Independence, KS",26222
45063021034,"West Columbia, SC",26222
26163507800,"Highland Park, MI",26222
48201231800,"East Little York/ Homestead, Houston, TX",26222
6073016302,"El Cajon, CA",26221
13063040609,"Jonesboro, GA",26220
4013115200,"Kalil Industrial Park, Phoenix, AZ",26219
44007001900,"Olneyville, Providence, RI",26219
31109002002,"Everett, Lincoln, NE",26219
1073012103,"Adamsville, AL",26218
48067950600,"Linden, TX",26218
26045021401,"Dimondale, Windsor charter Township, MI",26218
45083022007,"Moore, SC",26217
28121020900,"Brandon, MS",26216
51147930300,"Farmville, VA",26216
51117930500,"Clarksville, VA",26215
18097360401,"Warren, Indianapolis, IN",26214
12011010604,"Pine Ridge, Coral Springs, FL",26214
21111011200,"Bashford Manor, Louisville, KY",26214
6075023200,"Bayview, San Francisco, CA",26211
26049010811,"Flint, MI",26210
51710004300,"Norfolk, VA",26209
12086002800,"Wynwood, Miami, FL",26209
21111011114,"Louisville, KY",26208
22071003702,"Fairgrounds, New Orleans, LA",26206
40109107607,"Midwest City, OK",26204
48201421300,"Sharpstown, Houston, TX",26204
17197883810,"Crete, IL",26204
48039662200,"Angleton, TX",26204
55101000600,"Racine, WI",26203
42101006700,"Elmwood, Philadelphia, PA",26203
48485010100,"Wichita Falls, TX",26202
34017004102,"McGinley Square, Jersey City, NJ",26202
17167000504,"Northgate, Springfield, IL",26201
5035030201,"West Memphis, AR",26200
13135050422,"Norcross, GA",26200
1099076100,"Frisco City, AL",26199
48439101202,"Fort Worth, TX",26199
39035115300,"South Broadway, Cleveland, OH",26199
48029131402,"San Antonio, TX",26198
17113005900,"Bloomington, IL",26197
42043022702,"Harrisburg, PA",26197
12103028500,"Gulfport, FL",26195
13151070110,"Stockbridge, GA",26195
13033950700,"Sardis, GA",26195
13069010500,"Douglas, GA",26194
39095007302,"Reynolds Corners, Toledo, OH",26191
13067031408,"Austell, GA",26191
17031191301,"Belmont Cragin, Chicago, IL",26191
12089050101,"Fernandina Beach, FL",26190
48201551500,"Meadow Vista, Houston, TX",26190
25027709701,"Leominster, MA",26189
12011020103,"Margate, FL",26189
29027070400,"Fulton, MO",26187
47037015618,"Antioch, Nashville, TN",26187
13067031409,"Austell, GA",26187
6037576001,"Downtown, Long Beach, CA",26186
36001000300,"Albany, NY",26186
47037015615,"Antioch, Nashville, TN",26185
28145950400,"New Albany, MS",26185
45013001102,"Saint Helena Island, SC",26185
55079004000,"Lincoln Creek, Milwaukee, WI",26184
48177000300,"Gonzales, TX",26184
17163504600,"East Saint Louis, IL",26183
37081014407,"High Point, NC",26183
37119003109,"Starmount Forest, Charlotte, NC",26183
6001435400,"Hayward, CA",26182
28089030900,"Canton, MS",26182
48199030800,"Silsbee, TX",26181
37085070600,"Erwin, NC",26181
37119003806,"Yorkmount, Charlotte, NC",26181
5115951502,"Russellville, AR",26181
6071007409,"San Andreas, Highland, CA",26181
36055008400,"Group 14621, Rochester, NY",26180
51650011900,"Wythe, Hampton, VA",26178
51085320601,"Ashland, VA",26178
55079060102,"Milwaukee, WI",26176
42043022401,"Harrisburg, PA",26176
47093005202,"Knoxville, TN",26175
5043490300,"Monticello, AR",26174
1119011600,"Cuba, AL",26173
47157020820,"Lakeland, TN",26173
55101001701,"Racine, WI",26173
17031811702,"Melrose Park, IL",26173
6073002401,"Cherokee Point, San Diego, CA",26172
36047050400,"Kings County, NY",26172
6073003501,"Mountain View, San Diego, CA",26171
37119002100,"Cotswold, Charlotte, NC",26171
1047956800,"Selma, AL",26171
34011030502,"Millville, NJ",26170
28093950402,"Holly Springs, MS",26169
55079000303,"Little Menomonee Parkway, Milwaukee, WI",26168
26163541400,"Detroit, MI",26166
25023510501,"Brockton, MA",26166
48303002300,"Clapp Park, Lubbock, TX",26165
21111009000,"Iroquois, Louisville, KY",26165
12117021401,"Winter Springs, FL",26165
22101041200,"Baldwin, LA",26165
6037236100,"Baldwin Village, Los Angeles, CA",26164
48439111506,"Pantego, TX",26164
42045406402,"Chester, PA",26164
28049010305,"Clinton, MS",26163
22051025103,"Gretna, LA",26163
13053020205,"Fort Benning, GA",26163
17031842400,"South Side, Chicago, IL",26162
48027020800,"Temple, TX",26161
39061006500,"North Avondale, Cincinnati, OH",26160
13043950300,"Metter, GA",26160
13209950200,"Ailey, GA",26159
48201232302,"Stonefield Terrace, Houston, TX",26159
45003020100,"Monetta, SC",26159
45091060802,"Rock Hill, SC",26158
13089021910,"Stone Mountain, GA",26157
51540000502,"Fry's Spring, Charlottesville, VA",26157
22033002602,"Highlands/Perkins, Baton Rouge, LA",26156
6001409400,"Elmhurst Park, Oakland, CA",26156
12111382008,"Port St. Lucie, FL",26155
51710005800,"Norfolk, VA",26155
51113930100,"Aroda, VA",26154
6077003110,"Stockton, CA",26153
6111004710,"Terrace Estates, Oxnard, CA",26151
36005024501,"Bronx County, NY",26151
42003080700,"Friendship, Pittsburgh, PA",26150
42017100600,"Bristol, PA",26148
48113018138,"Garland, TX",26148
48113017804,"Eastridge Park, Mesquite, TX",26147
9009142400,"Fair Haven, New Haven, CT",26146
48113011200,"Dallas, TX",26144
34015501604,"Williamstown, Monroe Township, NJ",26144
40143000700,"Tulsa, OK",26143
9009165100,"Hamden, CT",26143
36085007700,"Richmond County, NY",26143
48485011000,"Wichita Falls, TX",26143
29510106100,"Hamilton Heights, St. Louis, MO",26143
27123033000,"Payne - Phalen, Saint Paul, MN",26142
37119001914,"East Forest, Charlotte, NC",26142
1027958900,"Lineville, AL",26142
40109107212,"South Oklahoma City, Oklahoma City, OK",26141
27053125700,"Jordan, Minneapolis, MN",26141
17197880410,"Romeoville, IL",26141
32003004926,"Las Vegas, NV",26140
37119002904,"Olde Providence North, Charlotte, NC",26140
36119000702,"Northwest Yonkers, Yonkers, NY",26140
48041001701,"College Station, TX",26140
12097041100,"Kissimmee, FL",26139
34031175200,"Passaic, NJ",26138
26125172400,"Oak Park, MI",26137
39049002750,"Eastmoor, Columbus, OH",26137
45007000200,"Anderson, SC",26137
12086000404,"Miami, FL",26137
6073018612,"Morro Hills, Oceanside, CA",26137
24043000200,"Hagerstown, MD",26136
1125012405,"Tuscaloosa, AL",26136
22015010400,"Bossier City, LA",26135
13247060202,"Conyers, GA",26134
24011955500,"Preston, MD",26134
6037602801,"South Los Angeles, Los Angeles, CA",26134
53033011200,"South Park, Seattle, WA",26134
47037017200,"Corinne Place, Nashville, TN",26134
18089030600,"East Chicago, IN",26133
13215010701,"Columbus, GA",26133
5051011700,"Hot Springs, AR",26131
11001002002,"16th Street Heights, Washington, DC",26128
37067004102,"Pfafftown, NC",26128
42051262300,"Uniontown, PA",26128
48113016626,"Cedar Hill, TX",26127
12086003915,"Normandy Isles, Miami Beach, FL",26127
17197883605,"University Park, IL",26127
48439105512,"Wedgwood South, Fort Worth, TX",26126
37133001300,"Jacksonville, NC",26126
47037018904,"Nashville, TN",26125
37123960401,"Mount Gilead, NC",26125
18089010304,"Gary, IN",26125
13121010512,"Union City, GA",26125
51740212500,"Portsmouth, VA",26124
1121012000,"Sylacauga, AL",26124
24510280301,"Gwynn Oak, Baltimore, MD",26122
12103026804,"Clearwater, FL",26122
9013530200,"Rockville, Vernon, CT",26121
42003552300,"McKeesport, PA",26121
1073012915,"Vestavia Hills, AL",26120
12086010001,"Miami Gardens, FL",26120
28059040700,"Ocean Springs, MS",26120
13051003400,"Lamara Heights, Savannah, GA",26119
29143960600,"Portageville, MO",26119
12057006900,"South Tampa, Tampa, FL",26119
6037541002,"Carson, CA",26119
53053072105,"Lakewood, WA",26119
48027022600,"Killeen, TX",26119
8041005700,"Colorado Springs, CO",26118
45043920301,"Georgetown, SC",26118
54039010300,"Dunbar, WV",26118
6071006302,"Pacific, San Bernardino, CA",26117
55079001100,"Fairfield, Milwaukee, WI",26116
6067007427,"Antelope, CA",26114
13089023421,"Decatur, GA",26113
37183054108,"Covington Cross, Knightdale, NC",26111
20173010107,"Wichita, KS",26111
13095010402,"Albany, GA",26111
26163537200,"Detroit, MI",26111
22071003307,"Dillard University, New Orleans, LA",26109
34013010600,"East Orange, NJ",26108
40143009007,"Tulsa, OK",26107
12113010811,"Navarre, FL",26105
24510250205,"Lakeland, Baltimore, MD",26104
22103040605,"Covington, LA",26103
40143007000,"Hoover, Tulsa, OK",26103
26081002600,"Roosevelt Park, Grand Rapids, MI",26103
42003513800,"Braddock, PA",26103
45015020401,"Cordesville, SC",26102
28059041800,"Moss Point, MS",26102
37015960400,"Windsor, NC",26101
34017005801,"Greenville, Jersey City, NJ",26101
36061023700,"Harlem, New York, NY",26100
36081014800,"Queens County, NY",26099
36005002000,"Bronx County, NY",26099
12031011000,"Northside, Jacksonville, FL",26098
27123030800,"North End, Saint Paul, MN",26098
13039010301,"Kingsland, GA",26097
42077002000,"Franklin Park, Allentown, PA",26097
51179010205,"Stafford, VA",26097
13199970500,"Manchester, GA",26095
19013001900,"Waterloo, IA",26093
40143007609,"South Peoria, Tulsa, OK",26093
27053100800,"Folwell, Minneapolis, MN",26093
48291700800,"Dayton, TX",26092
48029171700,"Inner West Side, San Antonio, TX",26092
12099006502,"Delray Beach, FL",26091
51810044004,"Northeast Virginia Beach, Virginia Beach, VA",26091
1073005910,"Echo Highlands, Birmingham, AL",26090
45041000101,"Florence, SC",26090
26159012000,"Bangor, MI",26090
37183054210,"Villages Of Rolesville, Rolesville, NC",26090
45079010403,"Columbia, SC",26088
8041004510,"Fountain Valley, Fountain, CO",26088
29189211101,"Florissant, MO",26088
13153021400,"Perry, GA",26086
24017850711,"Lancaster, Saint Charles, MD",26085
34039030702,"Elizabeth, NJ",26084
48167721202,"League City, TX",26082
45041002300,"Coward, SC",26082
39035120701,"Mount Pleasant, Cleveland, OH",26081
12103020206,"Greater Pinellas Point, Saint Petersburg, FL",26079
1053970100,"Brewton, AL",26078
22103040710,"Slidell, LA",26077
6019004406,"Fresno, CA",26076
12095014908,"Orlando, FL",26076
55079009200,"Uptown, Milwaukee, WI",26075
6073002301,"Mid-City, San Diego, CA",26075
26163531400,"Dexter-Linwood, Detroit, MI",26075
12117021902,"Altamonte Springs, FL",26073
28121020401,"Richland, MS",26072
40109106607,"Central Oklahoma City, Oklahoma City, OK",26071
51065020200,"Palmyra, VA",26071
39049009333,"Linwood, Columbus, OH",26071
13021011800,"Macon, GA",26071
